GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JL0E001,JL0E002,JL0E003,NAME_M,JL0M001,JL0M002,JL0M003
"G3101250","2006-2010",,,"Nebraska","31","Nance County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",44.7,43.1,45.3,"Nance County, Nebraska",0.4,1.0,0.3
"G3101270","2006-2010",,,"Nebraska","31","Nemaha County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",41.7,40.7,42.4,"Nemaha County, Nebraska",0.7,0.7,1.0
"G3101290","2006-2010",,,"Nebraska","31","Nuckolls County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",48.6,46.6,49.7,"Nuckolls County, Nebraska",0.5,0.5,0.6
"G3101310","2006-2010",,,"Nebraska","31","Otoe County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",42.9,41.7,43.8,"Otoe County, Nebraska",0.5,1.0,0.7
"G3101330","2006-2010",,,"Nebraska","31","Pawnee County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",48.6,47.6,49.8,"Pawnee County, Nebraska",0.7,0.5,0.7
"G3101350","2006-2010",,,"Nebraska","31","Perkins County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",42.6,41.2,45.3,"Perkins County, Nebraska",2.0,2.2,3.6
"G3101370","2006-2010",,,"Nebraska","31","Phelps County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",42.0,39.8,45.0,"Phelps County, Nebraska",2.8,2.4,0.3
"G3101390","2006-2010",,,"Nebraska","31","Pierce County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",41.9,40.2,42.9,"Pierce County, Nebraska",0.8,1.0,0.5
"G3101410","2006-2010",,,"Nebraska","31","Platte County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",38.3,37.0,39.7,"Platte County, Nebraska",0.7,0.8,0.9
"G3101430","2006-2010",,,"Nebraska","31","Polk County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",44.7,43.8,45.8,"Polk County, Nebraska",0.5,0.6,0.5
"G3101450","2006-2010",,,"Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",42.9,42.8,43.0,"Red Willow County, Nebraska",0.8,1.5,1.2
"G3101470","2006-2010",,,"Nebraska","31","Richardson County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",47.1,46.3,47.9,"Richardson County, Nebraska",0.7,1.2,1.2
"G3101490","2006-2010",,,"Nebraska","31","Rock County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",48.7,49.4,47.5,"Rock County, Nebraska",3.0,2.9,4.7
"G3101510","2006-2010",,,"Nebraska","31","Saline County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",35.9,35.0,36.5,"Saline County, Nebraska",0.6,1.6,1.8
"G3101530","2006-2010",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",32.7,31.6,33.8,"Sarpy County, Nebraska",0.2,0.2,0.2
"G3101550","2006-2010",,,"Nebraska","31","Saunders County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",41.6,41.0,42.1,"Saunders County, Nebraska",0.6,0.9,0.5
"G3101570","2006-2010",,,"Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",39.0,37.2,40.9,"Scotts Bluff County, Nebraska",0.7,0.6,0.6
"G3101590","2006-2010",,,"Nebraska","31","Seward County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",37.8,35.6,40.0,"Seward County, Nebraska",0.5,0.8,1.0
"G3101610","2006-2010",,,"Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",46.3,45.6,46.6,"Sheridan County, Nebraska",0.4,1.3,0.4
"G3101630","2006-2010",,,"Nebraska","31","Sherman County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",47.2,46.2,48.6,"Sherman County, Nebraska",2.5,2.3,2.7
"G3101650","2006-2010",,,"Nebraska","31","Sioux County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",48.9,46.5,51.2,"Sioux County, Nebraska",2.3,3.3,2.8
"G3101670","2006-2010",,,"Nebraska","31","Stanton County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",39.4,38.8,40.2,"Stanton County, Nebraska",0.9,1.4,0.9
"G3101690","2006-2010",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",48.3,46.9,49.9,"Thayer County, Nebraska",0.4,0.5,0.3
"G3101710","2006-2010",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",47.0,46.3,48.3,"Thomas County, Nebraska",5.7,3.2,8.4
"G3101730","2006-2010",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",28.9,26.3,32.0,"Thurston County, Nebraska",0.7,0.4,1.0
"G3101750","2006-2010",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",47.0,45.2,48.8,"Valley County, Nebraska",3.1,1.6,2.5
"G3101770","2006-2010",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",40.2,38.8,41.6,"Washington County, Nebraska",0.7,0.7,0.7
"G3101790","2006-2010",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",28.3,29.0,27.6,"Wayne County, Nebraska",0.9,1.7,0.9
"G3101810","2006-2010",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",47.4,48.1,46.8,"Webster County, Nebraska",0.4,1.1,0.8
"G3101830","2006-2010",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",45.8,46.5,42.9,"Wheeler County, Nebraska",8.3,6.9,12.1
"G3101850","2006-2010",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",40.6,39.4,41.8,"York County, Nebraska",0.7,0.8,1.1
"G3200010","2006-2010",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",38.4,39.1,37.1,"Churchill County, Nevada",0.8,1.0,1.9
"G3200030","2006-2010",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",35.1,34.6,35.6,"Clark County, Nevada",0.1,0.1,0.1
"G3200050","2006-2010",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",46.6,45.8,47.2,"Douglas County, Nevada",0.4,0.4,0.5
"G3200070","2006-2010",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",33.6,33.4,33.8,"Elko County, Nevada",0.4,0.4,0.6
"G3200090","2006-2010",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",58.0,57.8,58.5,"Esmeralda County, Nevada",7.1,6.9,11.1
"G3200110","2006-2010",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",40.5,43.1,39.6,"Eureka County, Nevada",7.1,8.3,6.4
"G3200130","2006-2010",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",36.6,36.7,36.4,"Humboldt County, Nevada",0.8,1.0,1.8
"G3200150","2006-2010",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",36.8,37.2,35.8,"Lander County, Nevada",3.3,4.9,5.7
"G3200170","2006-2010",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",35.5,34.1,36.0,"Lincoln County, Nevada",3.8,5.2,6.7
"G3200190","2006-2010",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",39.6,39.6,39.7,"Lyon County, Nevada",0.5,0.6,0.5
"G3200210","2006-2010",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",50.6,49.3,51.5,"Mineral County, Nevada",1.7,6.1,1.6
"G3200230","2006-2010",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",47.4,46.9,47.8,"Nye County, Nevada",0.3,0.5,0.6
"G3200270","2006-2010",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",40.0,39.7,40.9,"Pershing County, Nevada",1.2,1.4,1.7
"G3200290","2006-2010",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",46.4,46.4,46.0,"Storey County, Nevada",4.6,4.7,6.7
"G3200310","2006-2010",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",36.6,36.0,37.5,"Washoe County, Nevada",0.1,0.2,0.2
"G3200330","2006-2010",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",41.8,43.5,38.5,"White Pine County, Nevada",2.9,4.4,2.6
"G3205100","2006-2010",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",41.1,40.0,42.5,"Carson City, Nevada",0.5,0.6,0.5
"G3300010","2006-2010",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",43.6,42.7,44.1,"Belknap County, New Hampshire",0.2,0.6,0.3
"G3300030","2006-2010",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",46.8,46.5,47.1,"Carroll County, New Hampshire",0.2,0.3,0.5
"G3300050","2006-2010",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",40.1,39.4,40.9,"Cheshire County, New Hampshire",0.5,0.7,0.6
"G3300070","2006-2010",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",45.3,43.8,46.5,"Coos County, New Hampshire",0.2,0.4,0.4
"G3300090","2006-2010",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",40.4,39.3,41.5,"Grafton County, New Hampshire",0.3,0.5,0.5
"G3300110","2006-2010",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",38.5,37.6,39.4,"Hillsborough County, New Hampshire",0.2,0.2,0.2
"G3300130","2006-2010",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",40.4,39.1,41.7,"Merrimack County, New Hampshire",0.2,0.4,0.4
"G3300150","2006-2010",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",41.4,40.6,42.0,"Rockingham County, New Hampshire",0.2,0.3,0.2
"G3300170","2006-2010",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",36.5,36.0,37.0,"Strafford County, New Hampshire",0.3,0.4,0.3
"G3300190","2006-2010",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",43.3,42.2,44.1,"Sullivan County, New Hampshire",0.4,0.6,0.4
"G3400010","2006-2010",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",39.4,38.3,40.3,"Atlantic County, New Jersey",0.2,0.3,0.3
"G3400030","2006-2010",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",40.8,39.3,42.2,"Bergen County, New Jersey",0.1,0.2,0.2
"G3400050","2006-2010",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",39.6,38.1,41.0,"Burlington County, New Jersey",0.2,0.2,0.2
"G3400070","2006-2010",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",37.2,35.6,39.0,"Camden County, New Jersey",0.2,0.1,0.2
"G3400090","2006-2010",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",46.4,44.6,48.1,"Cape May County, New Jersey",0.3,0.4,0.4
"G3400110","2006-2010",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",36.5,35.1,38.1,"Cumberland County, New Jersey",0.2,0.1,0.4
"G3400130","2006-2010",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",36.0,34.5,37.5,"Essex County, New Jersey",0.2,0.1,0.2
"G3400150","2006-2010",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",38.2,36.8,39.4,"Gloucester County, New Jersey",0.2,0.2,0.2
"G3400170","2006-2010",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",34.1,33.1,35.3,"Hudson County, New Jersey",0.1,0.1,0.1
"G3400190","2006-2010",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",42.4,41.9,43.0,"Hunterdon County, New Jersey",0.2,0.4,0.3
"G3400210","2006-2010",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",37.4,35.9,38.5,"Mercer County, New Jersey",0.2,0.1,0.2
"G3400230","2006-2010",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",36.9,35.7,38.1,"Middlesex County, New Jersey",0.2,0.1,0.2
"G3400250","2006-2010",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",40.6,39.3,41.8,"Monmouth County, New Jersey",0.1,0.2,0.2
"G3400270","2006-2010",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",40.5,39.3,41.6,"Morris County, New Jersey",0.1,0.2,0.2
"G3400290","2006-2010",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",42.4,40.1,44.6,"Ocean County, New Jersey",0.1,0.2,0.1
"G3400310","2006-2010",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",36.0,34.5,37.3,"Passaic County, New Jersey",0.1,0.2,0.2
"G3400330","2006-2010",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",40.4,39.0,41.7,"Salem County, New Jersey",0.3,0.5,0.4
"G3400350","2006-2010",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",39.7,38.2,40.8,"Somerset County, New Jersey",0.2,0.2,0.2
"G3400370","2006-2010",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",40.6,40.0,41.1,"Sussex County, New Jersey",0.2,0.3,0.3
"G3400390","2006-2010",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",37.8,36.2,39.3,"Union County, New Jersey",0.1,0.2,0.2
"G3400410","2006-2010",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",40.7,39.4,41.8,"Warren County, New Jersey",0.3,0.5,0.3
"G3500010","2006-2010",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",35.7,34.5,36.9,"Bernalillo County, New Mexico",0.1,0.2,0.2
"G3500030","2006-2010",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",58.6,60.4,58.0,"Catron County, New Mexico",1.9,3.5,4.5
"G3500050","2006-2010",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",35.2,33.5,37.0,"Chaves County, New Mexico",0.2,0.5,0.6
"G3500060","2006-2010",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",36.0,34.9,37.7,"Cibola County, New Mexico",0.8,1.0,0.9
"G3500070","2006-2010",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",45.6,44.8,47.0,"Colfax County, New Mexico",0.4,0.4,0.7
"G3500090","2006-2010",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",31.7,30.0,33.9,"Curry County, New Mexico",0.4,0.3,0.5
"G3500110","2006-2010",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",49.4,49.0,49.8,"De Baca County, New Mexico",3.4,6.3,5.0
"G3500130","2006-2010",,,"New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",32.2,30.5,33.7,"Doña Ana County, New Mexico",0.2,0.2,0.3
"G3500150","2006-2010",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",37.4,36.1,39.2,"Eddy County, New Mexico",0.7,0.4,0.8
"G3500170","2006-2010",,,"New Mexico","35","Grant County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, New Mexico",45.4,44.4,46.7,"Grant County, New Mexico",0.3,0.5,0.9
"G3500190","2006-2010",,,"New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, New Mexico",40.9,40.9,40.8,"Guadalupe County, New Mexico",3.3,3.1,9.5
"G3500210","2006-2010",,,"New Mexico","35","Harding County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, New Mexico",41.3,42.3,41.2,"Harding County, New Mexico",6.2,15.6,5.9
"G3500230","2006-2010",,,"New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, New Mexico",37.4,37.1,38.6,"Hidalgo County, New Mexico",4.0,2.8,10.6
"G3500250","2006-2010",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lea County, New Mexico",31.6,30.8,33.1,"Lea County, New Mexico",0.3,0.3,0.5
"G3500270","2006-2010",,,"New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, New Mexico",48.4,47.4,49.1,"Lincoln County, New Mexico",0.4,0.9,0.5
"G3500280","2006-2010",,,"New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Alamos County, New Mexico",43.5,42.9,43.9,"Los Alamos County, New Mexico",0.7,0.8,0.8
"G3500290","2006-2010",,,"New Mexico","35","Luna County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Luna County, New Mexico",38.1,36.8,39.3,"Luna County, New Mexico",0.8,0.9,0.8
"G3500310","2006-2010",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McKinley County, New Mexico",29.9,27.9,31.7,"McKinley County, New Mexico",1.0,1.6,0.6
"G3500330","2006-2010",,,"New Mexico","35","Mora County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mora County, New Mexico",44.2,44.3,44.1,"Mora County, New Mexico",5.1,4.1,8.3
"G3500350","2006-2010",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, New Mexico",36.5,34.7,38.5,"Otero County, New Mexico",0.4,0.3,0.9
"G3500370","2006-2010",,,"New Mexico","35","Quay County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quay County, New Mexico",44.4,43.1,45.0,"Quay County, New Mexico",0.9,1.8,1.5
"G3500390","2006-2010",,,"New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Arriba County, New Mexico",38.6,38.2,39.0,"Rio Arriba County, New Mexico",0.5,0.6,0.6
"G3500410","2006-2010",,,"New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, New Mexico",29.9,28.7,31.3,"Roosevelt County, New Mexico",0.1,1.4,1.0
"G3500430","2006-2010",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",37.4,36.4,38.6,"Sandoval County, New Mexico",0.2,0.2,0.4
"G3500450","2006-2010",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, New Mexico",32.3,31.3,33.4,"San Juan County, New Mexico",0.3,0.2,0.3
"G3500470","2006-2010",,,"New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, New Mexico",39.8,38.9,40.5,"San Miguel County, New Mexico",1.0,1.6,1.1
"G3500490","2006-2010",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",42.2,40.6,43.5,"Santa Fe County, New Mexico",0.2,0.3,0.3
"G3500510","2006-2010",,,"New Mexico","35","Sierra County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, New Mexico",53.6,55.2,52.7,"Sierra County, New Mexico",1.2,2.6,2.1
"G3500530","2006-2010",,,"New Mexico","35","Socorro County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Socorro County, New Mexico",36.5,34.7,37.6,"Socorro County, New Mexico",0.8,1.4,1.2
"G3500550","2006-2010",,,"New Mexico","35","Taos County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taos County, New Mexico",44.1,42.8,45.7,"Taos County, New Mexico",0.5,0.7,0.5
"G3500570","2006-2010",,,"New Mexico","35","Torrance County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance County, New Mexico",40.7,40.0,42.0,"Torrance County, New Mexico",1.0,1.0,2.4
"G3500590","2006-2010",,,"New Mexico","35","Union County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Mexico",42.3,37.9,46.0,"Union County, New Mexico",6.7,8.7,6.5
"G3500610","2006-2010",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valencia County, New Mexico",36.9,36.3,37.3,"Valencia County, New Mexico",0.3,0.6,0.6
"G3600010","2006-2010",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albany County, New York",38.1,36.4,39.6,"Albany County, New York",0.2,0.3,0.2
"G3600030","2006-2010",,,"New York","36","Allegany County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allegany County, New York",37.1,35.7,38.3,"Allegany County, New York",0.3,0.4,0.3
"G3600050","2006-2010",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bronx County, New York",32.6,30.3,34.7,"Bronx County, New York",0.2,0.1,0.1
"G3600070","2006-2010",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broome County, New York",39.8,37.5,42.0,"Broome County, New York",0.3,0.3,0.3
"G3600090","2006-2010",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattaraugus County, New York",40.3,39.4,41.0,"Cattaraugus County, New York",0.3,0.4,0.4
"G3600110","2006-2010",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cayuga County, New York",40.7,39.5,41.7,"Cayuga County, New York",0.3,0.6,0.3
"G3600130","2006-2010",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chautauqua County, New York",40.3,39.0,41.4,"Chautauqua County, New York",0.3,0.3,0.3
"G3600150","2006-2010",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chemung County, New York",40.6,39.1,41.9,"Chemung County, New York",0.3,0.5,0.4
"G3600170","2006-2010",,,"New York","36","Chenango County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chenango County, New York",42.2,41.6,42.7,"Chenango County, New York",0.4,0.7,0.4
"G3600190","2006-2010",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, New York",38.1,37.4,39.3,"Clinton County, New York",0.3,0.3,0.5
"G3600210","2006-2010",,,"New York","36","Columbia County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, New York",44.2,42.7,46.0,"Columbia County, New York",0.2,0.6,0.7
"G3600230","2006-2010",,,"New York","36","Cortland County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cortland County, New York",35.8,35.2,36.2,"Cortland County, New York",0.3,0.5,0.5
"G3600250","2006-2010",,,"New York","36","Delaware County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, New York",44.6,43.3,45.6,"Delaware County, New York",0.2,0.5,0.3
"G3600270","2006-2010",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dutchess County, New York",39.4,38.5,40.4,"Dutchess County, New York",0.2,0.3,0.3
"G3600290","2006-2010",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Erie County, New York",40.0,38.3,41.7,"Erie County, New York",0.2,0.2,0.1
"G3600310","2006-2010",,,"New York","36","Essex County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New York",43.6,41.7,45.4,"Essex County, New York",0.4,0.6,0.5
