GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JM0E001,JM0E002,JM0E003,JM0E004,JM0E005,JM0E006,JM0E007,JM0E008,JM0E009,JM0E010,JM0E011,JM0E012,JM0E013,JM0E014,JM0E015,JM0E016,JM0E017,JM0E018,JM0E019,JM0E020,JM0E021,JT5E001,JT5E002,JT5E003,NAME_M,JM0M001,JM0M002,JM0M003,JM0M004,JM0M005,JM0M006,JM0M007,JM0M008,JM0M009,JM0M010,JM0M011,JM0M012,JM0M013,JM0M014,JM0M015,JM0M016,JM0M017,JM0M018,JM0M019,JM0M020,JM0M021,JT5M001,JT5M002,JT5M003
"G1801050","2006-2010",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",61990,52084,46203,5881,4807,745,219,28,82,2071,2071,0,0,0,0,29,61,846,4023,279,2597,134442,7194,127248,"Monroe County, Indiana",1364,1306,1305,639,521,310,90,45,50,394,394,119,119,119,119,32,43,219,470,134,311,-1,-1,-1
"G1801070","2006-2010",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",17636,15872,14153,1719,1293,258,101,63,4,8,8,0,0,0,0,23,29,48,896,101,659,38138,1852,36286,"Montgomery County, Indiana",543,665,611,315,264,175,67,53,6,13,13,119,119,119,119,44,31,34,230,71,184,-1,-1,-1
"G1801090","2006-2010",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",31293,29251,25914,3337,2760,422,108,23,24,13,13,0,0,0,0,0,26,19,670,325,989,68654,3148,65506,"Morgan County, Indiana",742,768,866,347,340,117,73,31,24,20,20,119,119,119,119,119,29,31,210,149,190,-1,-1,-1
"G1801110","2006-2010",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",6420,5988,5174,814,640,72,77,25,0,50,50,0,0,0,0,0,3,7,144,18,210,14300,594,13706,"Newton County, Indiana",277,315,322,151,131,39,77,28,119,34,34,119,119,119,119,119,5,7,128,15,77,-1,-1,-1
"G1801130","2006-2010",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",21018,19383,16750,2633,1896,468,197,15,57,27,27,0,0,0,0,0,97,70,742,140,559,47513,1828,45685,"Noble County, Indiana",611,669,632,348,284,145,94,19,57,34,34,119,119,119,119,119,69,52,226,55,127,-1,-1,-1
"G1801150","2006-2010",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",3074,2921,2679,242,221,14,7,0,0,0,0,0,0,0,0,0,0,5,48,18,82,6067,283,5784,"Ohio County, Indiana",145,136,146,100,97,16,12,119,119,119,119,119,119,119,119,119,119,9,34,20,74,-1,-1,-1
"G1801170","2006-2010",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",7904,7327,6461,866,671,133,41,21,0,0,0,0,0,0,0,0,0,0,186,45,346,19820,816,19004,"Orange County, Indiana",378,347,370,192,190,73,38,23,119,119,119,119,119,119,119,119,119,119,63,33,148,-1,-1,-1
"G1801190","2006-2010",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",9418,8815,7271,1544,1248,198,33,31,34,68,68,0,0,0,0,0,20,17,262,45,191,21737,1096,20641,"Owen County, Indiana",429,424,403,261,240,94,33,48,32,69,69,119,119,119,119,119,23,19,96,33,96,-1,-1,-1
"G1801210","2006-2010",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",6546,5795,5235,560,303,151,24,50,32,54,54,0,0,0,0,0,17,0,136,121,423,17394,904,16490,"Parke County, Indiana",501,496,462,179,133,79,26,45,30,43,43,119,119,119,119,119,26,119,74,67,143,-1,-1,-1
"G1801230","2006-2010",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",8332,7909,6773,1136,865,200,52,19,0,0,0,0,0,0,0,12,13,0,154,80,164,19316,812,18504,"Perry County, Indiana",317,327,322,203,180,98,36,24,119,119,119,119,119,119,119,19,17,119,65,47,64,-1,-1,-1
"G1801250","2006-2010",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",5497,5293,4723,570,467,96,7,0,0,6,6,0,0,0,0,0,12,20,53,23,90,12955,579,12376,"Pike County, Indiana",296,292,291,133,130,51,12,119,119,10,10,119,119,119,119,119,21,31,34,24,47,-1,-1,-1
"G1801270","2006-2010",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",75895,70432,63983,6449,5375,619,324,56,75,1240,256,0,19,965,0,19,125,205,1092,114,2668,162026,8050,153976,"Porter County, Indiana",1010,1103,1339,671,622,172,142,39,54,289,175,119,19,211,119,22,58,112,210,65,425,-1,-1,-1
"G1801290","2006-2010",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",12825,12147,11265,882,682,73,35,2,90,0,0,0,0,0,0,0,46,26,275,32,299,26100,1084,25016,"Posey County, Indiana",368,381,440,247,185,47,33,4,150,119,119,119,119,119,119,119,42,31,124,24,100,-1,-1,-1
"G1801310","2006-2010",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",5702,5117,4484,633,500,66,35,32,0,61,61,0,0,0,0,0,8,2,243,28,243,13596,584,13012,"Pulaski County, Indiana",295,321,322,163,140,42,29,54,119,46,46,119,119,119,119,119,12,3,132,25,83,-1,-1,-1
"G1801330","2006-2010",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",15923,14039,12336,1703,1332,198,150,23,0,14,14,0,0,0,0,0,0,8,961,177,724,38048,1790,36258,"Putnam County, Indiana",779,792,759,354,309,126,134,28,119,17,17,119,119,119,119,119,119,12,225,96,173,-1,-1,-1
"G1801350","2006-2010",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",11282,10227,8923,1304,1090,200,14,0,0,29,29,0,0,0,0,0,58,7,304,116,541,26262,1336,24926,"Randolph County, Indiana",352,344,405,221,221,105,14,119,119,33,33,119,119,119,119,119,36,12,113,64,125,-1,-1,-1
"G1801370","2006-2010",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",13455,12592,11235,1357,966,307,30,25,29,32,32,0,0,0,0,0,23,3,263,141,401,28570,1204,27366,"Ripley County, Indiana",349,393,391,257,192,141,25,25,32,32,32,119,119,119,119,119,27,6,97,71,117,-1,-1,-1
"G1801390","2006-2010",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",7801,7249,6398,851,620,121,68,34,8,43,43,0,0,0,0,0,0,2,142,8,357,17568,695,16873,"Rush County, Indiana",307,309,347,175,159,66,86,41,12,40,40,119,119,119,119,119,119,6,66,13,131,-1,-1,-1
"G1801410","2006-2010",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",119899,108769,98980,9789,7910,1108,500,161,110,1601,1567,0,34,0,0,71,160,886,4246,826,3340,266522,17493,249029,"St. Joseph County, Indiana",1431,1568,1641,771,723,233,191,78,63,267,267,119,33,119,119,52,82,199,497,280,355,-1,-1,-1
"G1801430","2006-2010",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",9967,9418,8123,1295,1209,39,38,0,9,13,13,0,0,0,0,0,33,47,279,24,153,24109,1337,22772,"Scott County, Indiana",431,435,478,332,314,33,60,119,17,22,22,119,119,119,119,119,31,70,122,29,79,-1,-1,-1
"G1801450","2006-2010",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",21221,19896,17703,2193,1932,166,51,6,38,58,58,0,0,0,0,0,35,37,243,205,747,44237,1901,42336,"Shelby County, Indiana",587,565,599,324,296,78,44,11,32,96,96,119,119,119,119,119,28,42,91,113,201,-1,-1,-1
"G1801470","2006-2010",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",9950,9474,8387,1087,812,141,106,0,28,0,0,0,0,0,0,0,6,0,169,14,287,20977,653,20324,"Spencer County, Indiana",426,412,409,155,145,63,51,119,32,119,119,119,119,119,119,119,11,119,83,16,91,-1,-1,-1
"G1801490","2006-2010",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",9057,8548,7633,915,770,110,6,21,8,38,30,0,8,0,0,0,0,8,204,33,226,23343,1211,22132,"Starke County, Indiana",431,429,430,210,204,58,9,23,14,36,31,119,13,119,119,119,119,15,87,28,86,-1,-1,-1
"G1801510","2006-2010",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",16832,15668,14090,1578,1247,176,99,50,6,18,18,0,0,0,0,0,23,35,438,146,504,34092,1608,32484,"Steuben County, Indiana",473,524,552,240,206,83,69,43,7,18,18,119,119,119,119,119,21,30,152,88,243,-1,-1,-1
"G1801530","2006-2010",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",8465,8030,7057,973,753,163,57,0,0,2,2,0,0,0,0,0,0,15,80,140,198,21520,1100,20420,"Sullivan County, Indiana",460,443,488,211,182,97,48,119,119,3,3,119,119,119,119,119,119,24,54,72,74,-1,-1,-1
"G1801550","2006-2010",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",4603,4140,3587,553,389,57,94,0,13,4,4,0,0,0,0,0,0,0,154,46,259,10393,430,9963,"Switzerland County, Indiana",249,262,281,141,125,46,77,119,16,9,9,119,119,119,119,119,119,119,88,41,101,-1,-1,-1
"G1801570","2006-2010",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",78969,68001,60428,7573,6033,941,357,159,83,2684,2659,7,0,18,0,12,254,663,4446,298,2611,168635,8321,160314,"Tippecanoe County, Indiana",1198,1311,1339,725,636,258,130,132,75,455,461,13,119,30,119,21,129,163,457,124,324,-1,-1,-1
"G1801590","2006-2010",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",7405,6776,6198,578,438,90,33,0,17,6,6,0,0,0,0,10,9,17,110,13,464,16132,892,15240,"Tipton County, Indiana",283,276,289,141,130,69,30,119,28,10,10,119,119,119,119,16,15,24,59,18,167,-1,-1,-1
"G1801610","2006-2010",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",3591,3392,3091,301,182,91,25,3,0,5,5,0,0,0,0,0,0,0,57,41,96,7463,238,7225,"Union County, Indiana",198,203,236,108,87,62,29,5,119,8,8,119,119,119,119,119,119,119,37,31,62,-1,-1,-1
"G1801630","2006-2010",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",85667,79498,71315,8183,6512,1053,211,70,337,1101,1077,11,13,0,0,125,212,260,2114,448,1909,178298,8955,169343,"Vanderburgh County, Indiana",1161,1161,1253,684,662,272,101,72,241,204,202,17,20,119,119,81,88,102,311,161,261,-1,-1,-1
"G1801650","2006-2010",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",7123,6848,6076,772,616,118,27,0,11,3,3,0,0,0,0,0,0,0,92,8,172,16412,818,15594,"Vermillion County, Indiana",289,279,294,162,150,53,38,119,17,5,5,119,119,119,119,119,119,119,48,11,64,-1,-1,-1
"G1801670","2006-2010",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",46143,42224,38300,3924,3098,543,120,78,85,305,283,0,0,0,22,0,144,285,1689,331,1165,107151,5910,101241,"Vigo County, Indiana",848,824,778,420,372,153,80,70,59,132,127,119,119,119,34,119,77,123,339,135,228,-1,-1,-1
"G1801690","2006-2010",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",14573,13312,11961,1351,1125,97,85,11,33,77,77,0,0,0,0,0,2,34,667,161,320,33225,1521,31704,"Wabash County, Indiana",419,464,463,261,244,55,55,20,33,53,53,119,119,119,119,119,5,33,194,104,96,-1,-1,-1
"G1801710","2006-2010",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",3829,3515,3187,328,290,20,15,0,3,0,0,0,0,0,0,0,2,0,49,24,239,8563,372,8191,"Warren County, Indiana",166,187,186,110,110,17,20,119,6,119,119,119,119,119,119,119,5,119,32,27,104,-1,-1,-1
"G1801730","2006-2010",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",28303,27024,24911,2113,1815,156,28,94,20,29,29,0,0,0,0,0,65,17,193,161,814,58393,3027,55366,"Warrick County, Indiana",486,495,518,334,311,77,31,69,23,34,34,119,119,119,119,119,44,22,109,91,194,-1,-1,-1
"G1801750","2006-2010",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",12062,11022,9726,1296,1081,168,0,36,11,0,0,0,0,0,0,18,42,0,309,265,406,28226,965,27261,"Washington County, Indiana",458,536,506,246,238,91,119,45,24,119,119,119,119,119,119,27,33,119,122,122,126,-1,-1,-1
"G1801770","2006-2010",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",30226,27976,24449,3527,2856,498,92,61,20,245,245,0,0,0,0,0,23,76,834,328,744,69187,3984,65203,"Wayne County, Indiana",739,668,705,442,420,192,47,62,29,127,127,119,119,119,119,119,28,46,248,127,166,-1,-1,-1
"G1801790","2006-2010",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",13180,12230,11197,1033,844,106,43,28,12,19,19,0,0,0,0,25,35,87,240,69,475,27744,1375,26369,"Wells County, Indiana",445,450,420,210,186,68,32,24,20,23,23,119,119,119,119,38,30,46,94,56,145,-1,-1,-1
"G1801810","2006-2010",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",11540,10887,9956,931,768,113,37,8,5,36,36,0,0,0,0,2,24,21,217,67,286,24734,1030,23704,"White County, Indiana",416,437,458,160,143,73,35,9,9,29,29,119,119,119,119,5,16,18,80,47,87,-1,-1,-1
"G1801830","2006-2010",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",16071,15177,13681,1496,1196,173,82,29,16,0,0,0,0,0,0,0,53,16,266,56,503,32991,1450,31541,"Whitley County, Indiana",421,460,512,227,216,97,49,29,27,119,119,119,119,119,119,119,44,23,99,44,141,-1,-1,-1
"G1900010","2006-2010",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",3771,3222,2768,454,335,56,15,13,35,18,18,0,0,0,0,0,0,25,116,35,355,7779,334,7445,"Adair County, Iowa",160,184,180,97,87,27,15,15,27,17,17,99,99,99,99,99,99,18,42,26,87,-1,-1,-1
"G1900030","2006-2010",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",2117,1750,1556,194,102,52,29,11,0,5,5,0,0,0,0,0,38,8,80,41,195,4127,245,3882,"Adams County, Iowa",139,117,145,66,41,28,41,18,99,9,9,99,99,99,99,99,45,13,39,25,63,-1,-1,-1
"G1900050","2006-2010",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",7130,5739,4947,792,540,167,69,16,0,51,51,0,0,0,0,0,9,44,588,29,670,14331,617,13714,"Allamakee County, Iowa",262,311,288,183,127,102,64,24,99,45,45,99,99,99,99,99,13,53,146,27,161,-1,-1,-1
"G1900070","2006-2010",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",5609,4933,4354,579,397,106,51,19,6,19,19,0,0,0,0,0,4,10,224,33,386,13029,636,12393,"Appanoose County, Iowa",254,262,266,127,107,87,33,20,5,18,18,99,99,99,99,99,7,16,121,44,99,-1,-1,-1
"G1900090","2006-2010",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",3095,2626,2389,237,193,15,23,0,6,7,7,0,0,0,0,0,0,6,206,1,249,6186,365,5821,"Audubon County, Iowa",150,165,166,79,70,16,21,99,10,11,11,99,99,99,99,99,99,9,91,3,82,-1,-1,-1
"G1900110","2006-2010",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",12874,11683,10437,1246,927,238,41,31,9,18,18,0,0,0,0,0,23,2,329,195,624,26098,1353,24745,"Benton County, Iowa",354,356,379,199,171,94,27,22,8,16,16,99,99,99,99,99,22,3,102,100,168,-1,-1,-1
"G1900130","2006-2010",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",63207,57554,52040,5514,4560,531,321,16,86,311,311,0,0,0,0,0,130,217,3091,248,1656,129252,7097,122155,"Black Hawk County, Iowa",961,1054,1035,541,509,188,172,27,56,114,114,99,99,99,99,99,56,86,365,97,273,-1,-1,-1
"G1900150","2006-2010",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",13629,12444,10697,1747,1340,202,69,17,119,93,93,0,0,0,0,0,18,12,505,40,517,26424,1713,24711,"Boone County, Iowa",342,331,455,308,254,106,53,21,133,67,67,99,99,99,99,99,20,15,131,31,136,-1,-1,-1
"G1900170","2006-2010",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",12216,10518,9643,875,753,77,20,15,10,23,23,0,0,0,0,0,10,83,830,36,716,24185,1229,22956,"Bremer County, Iowa",380,429,445,190,186,35,18,15,14,23,23,99,99,99,99,99,11,63,263,34,140,-1,-1,-1
"G1900190","2006-2010",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",10261,9328,7981,1347,918,316,25,65,23,6,6,0,0,0,0,0,14,2,252,15,644,21026,1227,19799,"Buchanan County, Iowa",282,305,344,201,155,99,19,48,19,7,7,99,99,99,99,99,18,3,79,10,133,-1,-1,-1
"G1900210","2006-2010",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",10170,8525,6936,1589,1108,252,48,181,0,31,31,0,0,0,0,11,7,22,603,138,833,19980,904,19076,"Buena Vista County, Iowa",360,349,316,303,229,143,34,150,99,30,30,99,99,99,99,17,6,24,144,92,126,-1,-1,-1
"G1900230","2006-2010",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",7148,6450,5755,695,551,115,13,2,14,20,20,0,0,0,0,0,12,9,222,43,392,14892,707,14185,"Butler County, Iowa",189,195,210,125,109,55,10,4,18,17,17,99,99,99,99,99,11,9,62,26,88,-1,-1,-1
"G1900250","2006-2010",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",4138,3656,3200,456,365,73,9,6,3,1,1,0,0,0,0,0,6,25,158,19,273,9846,467,9379,"Calhoun County, Iowa",253,251,230,114,110,39,13,10,4,3,3,99,99,99,99,99,9,19,55,16,79,-1,-1,-1
"G1900270","2006-2010",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",10923,9588,8888,700,575,64,16,45,0,54,54,0,0,0,0,19,7,2,389,33,831,20805,1500,19305,"Carroll County, Iowa",378,371,319,171,141,27,14,59,99,76,76,99,99,99,99,23,7,4,110,25,142,-1,-1,-1
"G1900290","2006-2010",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",6908,5938,5025,913,685,30,79,7,112,25,8,0,17,0,0,33,20,0,413,33,446,13969,699,13270,"Cass County, Iowa",227,257,259,180,157,24,74,12,116,29,15,99,25,99,99,38,17,99,146,24,116,-1,-1,-1
"G1900310","2006-2010",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",10019,9215,7834,1381,1209,100,20,20,32,0,0,0,0,0,0,8,8,30,255,44,459,18414,1377,17037,"Cedar County, Iowa",243,265,293,215,210,47,18,18,27,99,99,99,99,99,99,12,12,24,94,28,117,-1,-1,-1
"G1900330","2006-2010",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",22748,20594,18325,2269,1778,322,148,13,8,240,240,0,0,0,0,0,42,168,668,117,919,44324,4643,39681,"Cerro Gordo County, Iowa",439,554,625,366,301,123,126,23,13,128,128,99,99,99,99,99,34,85,242,58,214,-1,-1,-1
"G1900350","2006-2010",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",6271,5579,5061,518,412,59,34,10,3,13,13,0,0,0,0,1,5,0,238,15,420,12086,532,11554,"Cherokee County, Iowa",241,247,254,121,99,38,35,12,4,12,12,99,99,99,99,3,6,99,77,16,142,-1,-1,-1
"G1900370","2006-2010",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",5947,5138,4627,511,226,74,39,172,0,53,53,0,0,0,0,0,11,15,238,23,469,12499,583,11916,"Chickasaw County, Iowa",180,221,308,230,83,50,30,245,99,64,64,99,99,99,99,99,16,17,77,21,132,-1,-1,-1
"G1900390","2006-2010",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",4598,4012,3505,507,447,29,7,0,24,3,3,0,0,0,0,0,0,0,91,15,477,9218,544,8674,"Clarke County, Iowa",235,302,296,151,149,23,7,99,36,5,5,99,99,99,99,99,99,99,74,14,189,-1,-1,-1
"G1900410","2006-2010",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",8735,7620,6782,838,591,180,43,21,3,19,3,16,0,0,0,2,24,48,456,28,538,16718,735,15983,"Clay County, Iowa",320,357,351,190,164,94,38,34,4,25,4,25,99,99,99,3,30,42,152,29,137,-1,-1,-1
"G1900430","2006-2010",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",9027,7995,7030,965,704,168,27,36,30,28,28,0,0,0,0,0,8,14,437,34,511,18202,1272,16930,"Clayton County, Iowa",189,220,242,157,148,61,21,22,28,21,21,99,99,99,99,99,10,13,109,22,96,-1,-1,-1
"G1900450","2006-2010",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",23946,21826,19752,2074,1610,284,114,31,35,207,207,0,0,0,0,0,39,59,817,173,825,49274,2102,47172,"Clinton County, Iowa",602,634,603,276,252,94,68,25,28,115,115,99,99,99,99,99,32,42,152,123,165,-1,-1,-1
"G1900470","2006-2010",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",7831,6989,5790,1199,927,139,28,42,63,5,5,0,0,0,0,0,6,0,237,24,570,16951,726,16225,"Crawford County, Iowa",333,318,332,283,243,109,20,39,81,6,6,99,99,99,99,99,9,99,88,17,175,-1,-1,-1
"G1900490","2006-2010",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",32782,30484,27396,3088,2665,257,75,66,25,63,63,0,0,0,0,17,30,22,286,262,1618,61714,4432,57282,"Dallas County, Iowa",529,547,509,366,337,106,41,49,29,45,45,99,99,99,99,27,26,24,84,161,281,-1,-1,-1
"G1900510","2006-2010",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",3801,3122,2599,523,347,64,50,48,14,37,37,0,0,0,0,0,0,0,180,143,319,8687,656,8031,"Davis County, Iowa",229,250,246,132,123,53,40,41,20,35,35,99,99,99,99,99,99,99,87,54,111,-1,-1,-1
"G1900530","2006-2010",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",3978,3345,2841,504,358,134,12,0,0,0,0,0,0,0,0,0,4,24,225,24,356,8508,563,7945,"Decatur County, Iowa",205,222,218,125,99,77,16,99,99,99,99,99,99,99,99,99,6,22,118,23,128,-1,-1,-1
"G1900550","2006-2010",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",9180,7936,6986,950,707,157,78,8,0,8,8,0,0,0,0,0,23,19,362,53,779,17857,932,16925,"Delaware County, Iowa",317,345,364,187,157,72,44,8,99,8,8,99,99,99,99,99,27,17,98,32,172,-1,-1,-1
"G1900570","2006-2010",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",18319,17145,14968,2177,1745,264,157,11,0,110,89,0,0,5,16,85,45,73,325,83,453,40266,2166,38100,"Des Moines County, Iowa",556,492,468,282,260,106,63,16,99,86,83,99,99,10,24,91,32,60,97,58,126,-1,-1,-1
"G1900590","2006-2010",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",8761,7738,6736,1002,789,152,26,17,18,1,1,0,0,0,0,0,7,26,389,25,575,16665,769,15896,"Dickinson County, Iowa",290,265,304,200,197,78,30,21,16,3,3,99,99,99,99,99,11,25,128,30,129,-1,-1,-1
"G1900610","2006-2010",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",48424,43336,39245,4091,2979,639,255,71,147,423,411,0,0,12,0,24,79,139,2193,187,2043,92547,5263,87284,"Dubuque County, Iowa",762,1131,1046,336,332,155,97,46,159,214,212,99,99,21,99,31,47,76,462,80,339,-1,-1,-1
