GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G0400150","2010","4","8","Arizona","04","Mohave County","015",,,,,,,,,,,,,,"29420","99999","999",,,,,,,,,,,,,,"Mohave County",,200186,200186,154216,53427,100789,45970,0,200186,173878,1882,4500,2103,341,11989,5493
"G0400170","2010","4","8","Arizona","04","Navajo County","017",,,,,,,,,,,,,,"43320","99999","999",,,,,,,,,,,,,,"Navajo County",,107449,107449,49278,0,49278,58171,0,107449,52972,938,46611,580,75,3625,2648
"G0400190","2010","4","8","Arizona","04","Pima County","019",,,,,,,,,,,,,,"46060","99999","999",,,,,,,,,,,,,,"Pima County",,980263,980263,906513,834443,72070,73750,0,980263,728751,34674,32605,25731,1624,120639,36239
"G0400210","2010","4","8","Arizona","04","Pinal County","021",,,,,,,,,,,,,,"38060","99999","999",,,,,,,,,,,,,,"Pinal County",,375770,375770,293459,200094,93365,82311,0,375770,272013,17215,20949,6492,1565,43213,14323
"G0400230","2010","4","8","Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,"35700","99999","999",,,,,,,,,,,,,,"Santa Cruz County",,47420,47420,34672,0,34672,12748,0,47420,34835,179,328,255,15,10855,953
"G0400250","2010","4","8","Arizona","04","Yavapai County","025",,,,,,,,,,,,,,"39140","99999","999",,,,,,,,,,,,,,"Yavapai County",,211033,211033,140976,84744,56232,70057,0,211033,188515,1267,3549,1785,213,10346,5358
"G0400270","2010","4","8","Arizona","04","Yuma County","027",,,,,,,,,,,,,,"49740","99999","999",,,,,,,,,,,,,,"Yuma County",,195751,195751,175335,134256,41079,20416,0,195751,137881,3931,3056,2324,306,40743,7510
"G0500010","2010","3","7","Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Arkansas County",,19019,19019,12418,0,12418,6601,0,19019,13659,4661,36,92,2,320,249
"G0500030","2010","3","7","Arkansas","05","Ashley County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Ashley County",,21853,21853,10559,0,10559,11294,0,21853,15143,5640,70,40,3,709,248
"G0500050","2010","3","7","Arkansas","05","Baxter County","005",,,,,,,,,,,,,,"34260","99999","999",,,,,,,,,,,,,,"Baxter County",,41513,41513,14180,0,14180,27333,0,41513,40231,67,232,169,17,193,604
"G0500070","2010","3","7","Arkansas","05","Benton County","007",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Benton County",,221339,221339,165650,147000,18650,55689,0,221339,182817,2814,3751,6319,671,19061,5906
"G0500090","2010","3","7","Arkansas","05","Boone County","009",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Boone County",,36903,36903,13950,0,13950,22953,0,36903,35624,72,263,156,21,120,647
"G0500110","2010","3","7","Arkansas","05","Bradley County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bradley County",,11508,11508,5801,0,5801,5707,0,11508,6934,3173,56,27,1,1162,155
"G0500130","2010","3","7","Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Calhoun County",,5368,5368,0,0,0,5368,0,5368,4001,1192,15,11,0,74,75
"G0500150","2010","3","7","Arkansas","05","Carroll County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,27446,27446,7456,0,7456,19990,0,27446,24593,103,251,164,39,1677,619
"G0500170","2010","3","7","Arkansas","05","Chicot County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chicot County",,11800,11800,5395,0,5395,6405,0,11800,4864,6381,23,55,4,381,92
"G0500190","2010","3","7","Arkansas","05","Clark County","019",,,,,,,,,,,,,,"11660","99999","999",,,,,,,,,,,,,,"Clark County",,22995,22995,10491,0,10491,12504,0,22995,16518,5413,98,120,5,497,344
"G0500210","2010","3","7","Arkansas","05","Clay County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Clay County",,16083,16083,6617,0,6617,9466,0,16083,15682,56,42,20,1,80,202
"G0500230","2010","3","7","Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cleburne County",,25970,25970,6357,0,6357,19613,0,25970,25130,72,141,52,7,203,365
"G0500250","2010","3","7","Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Cleveland County",,8689,8689,0,0,0,8689,0,8689,7452,1059,23,10,1,79,65
"G0500270","2010","3","7","Arkansas","05","Columbia County","027",,,,,,,,,,,,,,"31620","99999","999",,,,,,,,,,,,,,"Columbia County",,24552,24552,10438,0,10438,14114,0,24552,14696,9059,71,177,4,289,256
"G0500290","2010","3","7","Arkansas","05","Conway County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conway County",,21273,21273,6272,0,6272,15001,0,21273,17917,2385,152,83,4,311,421
"G0500310","2010","3","7","Arkansas","05","Craighead County","031",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Craighead County",,96443,96443,65419,65419,0,31024,0,96443,78323,12640,342,1075,29,2339,1695
"G0500330","2010","3","7","Arkansas","05","Crawford County","033",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Crawford County",,61948,61948,29759,29759,0,32189,0,61948,55194,725,1392,893,23,1948,1773
"G0500350","2010","3","7","Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,,,"Crittenden County",,50902,50902,40270,40270,0,10632,0,50902,23446,26051,135,301,8,404,557
"G0500370","2010","3","7","Arkansas","05","Cross County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cross County",,17870,17870,7722,0,7722,10148,0,17870,13495,3972,47,83,3,83,187
"G0500390","2010","3","7","Arkansas","05","Dallas County","039",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dallas County",,8116,8116,3844,0,3844,4272,0,8116,4476,3400,32,11,1,94,102
"G0500410","2010","3","7","Arkansas","05","Desha County","041",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Desha County",,13008,13008,8921,0,8921,4087,0,13008,6230,6216,35,43,2,364,118
"G0500430","2010","3","7","Arkansas","05","Drew County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Drew County",,18509,18509,9512,0,9512,8997,0,18509,12739,5144,43,95,5,270,213
"G0500450","2010","3","7","Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Faulkner County",,113237,113237,69346,65277,4069,43891,0,113237,95420,11568,658,1277,48,1997,2269
"G0500470","2010","3","7","Arkansas","05","Franklin County","047",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Franklin County",,18125,18125,3153,0,3153,14972,0,18125,17221,130,189,162,24,92,307
"G0500490","2010","3","7","Arkansas","05","Fulton County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Fulton County",,12245,12245,867,0,867,11378,0,12245,11857,40,79,28,1,35,205
"G0500510","2010","3","7","Arkansas","05","Garland County","051",,,,,,,,,,,,,,"26300","99999","999",,,,,,,,,,,,,,"Garland County",,96024,96024,60588,55103,5485,35436,0,96024,82964,7615,587,695,45,1904,2214
"G0500530","2010","3","7","Arkansas","05","Grant County","053",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Grant County",,17853,17853,4458,0,4458,13395,0,17853,16940,390,77,48,2,207,189
"G0500550","2010","3","7","Arkansas","05","Greene County","055",,,,,,,,,,,,,,"37500","99999","308",,,,,,,,,,,,,,"Greene County",,42090,42090,24620,0,24620,17470,0,42090,40578,233,209,108,7,390,565
"G0500570","2010","3","7","Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Hempstead County",,22609,22609,10000,0,10000,12609,0,22609,13431,6646,88,82,19,1911,432
"G0500590","2010","3","7","Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hot Spring County",,32923,32923,11204,18,11186,21719,0,32923,28179,3568,154,95,16,338,573
"G0500610","2010","3","7","Arkansas","05","Howard County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Howard County",,13789,13789,4479,0,4479,9310,0,13789,9894,2846,96,87,10,681,175
"G0500630","2010","3","7","Arkansas","05","Independence County","063",,,,,,,,,,,,,,"12900","99999","999",,,,,,,,,,,,,,"Independence County",,36647,36647,11513,0,11513,25134,0,36647,33688,722,179,278,40,1178,562
"G0500650","2010","3","7","Arkansas","05","Izard County","065",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Izard County",,13696,13696,0,0,0,13696,0,13696,13118,175,105,41,2,77,178
"G0500670","2010","3","7","Arkansas","05","Jackson County","067",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,17997,17997,6288,0,6288,11709,0,17997,14363,3000,91,53,16,205,269
"G0500690","2010","3","7","Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Jefferson County",,77435,77435,53495,53495,0,23940,0,77435,32507,42639,213,601,9,529,937
"G0500710","2010","3","7","Arkansas","05","Johnson County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Johnson County",,25540,25540,7313,0,7313,18227,0,25540,22280,364,226,175,18,1983,494
"G0500730","2010","3","7","Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lafayette County",,7645,7645,0,0,0,7645,0,7645,4642,2845,17,26,0,54,61
"G0500750","2010","3","7","Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lawrence County",,17415,17415,6346,0,6346,11069,0,17415,16952,137,63,22,4,32,205
"G0500770","2010","3","7","Arkansas","05","Lee County","077",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lee County",,10424,10424,3804,0,3804,6620,0,10424,4381,5761,49,41,2,69,121
"G0500790","2010","3","7","Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,"38220","99999","340",,,,,,,,,,,,,,"Lincoln County",,14134,14134,0,0,0,14134,0,14134,9407,4223,38,27,1,298,140
"G0500810","2010","3","7","Arkansas","05","Little River County","081",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Little River County",,13171,13171,4146,0,4146,9025,0,13171,9948,2519,192,39,2,207,264
"G0500830","2010","3","7","Arkansas","05","Logan County","083",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Logan County",,22353,22353,6478,0,6478,15875,0,22353,20844,297,237,361,4,201,409
"G0500850","2010","3","7","Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Lonoke County",,68356,68356,37724,30904,6820,30632,0,68356,61353,4075,363,532,32,766,1235
"G0500870","2010","3","7","Arkansas","05","Madison County","087",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Madison County",,15717,15717,0,0,0,15717,0,15717,14711,28,190,81,11,426,270
"G0500890","2010","3","7","Arkansas","05","Marion County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,16653,16653,0,0,0,16653,0,16653,16146,30,115,37,8,51,266
"G0500910","2010","3","7","Arkansas","05","Miller County","091",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Miller County",,43462,43462,26072,26072,0,17390,0,43462,31134,10667,293,198,17,415,738
"G0500930","2010","3","7","Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,"14180","99999","999",,,,,,,,,,,,,,"Mississippi County",,46480,46480,29623,0,29623,16857,0,46480,28653,15817,136,233,3,943,695
"G0500950","2010","3","7","Arkansas","05","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,8149,8149,2528,0,2528,5621,0,8149,4584,3330,29,36,0,74,96
"G0500970","2010","3","7","Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,9487,9487,0,0,0,9487,0,9487,8958,22,79,50,2,187,189
"G0500990","2010","3","7","Arkansas","05","Nevada County","099",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Nevada County",,8997,8997,2773,0,2773,6224,0,8997,5933,2764,31,23,1,123,122
"G0501010","2010","3","7","Arkansas","05","Newton County","101",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Newton County",,8330,8330,0,0,0,8330,0,8330,8001,9,90,25,1,22,182
"G0501030","2010","3","7","Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Ouachita County",,26120,26120,11401,0,11401,14719,0,26120,14883,10468,86,95,6,162,420
"G0501050","2010","3","7","Arkansas","05","Perry County","105",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Perry County",,10445,10445,0,0,0,10445,0,10445,9939,196,70,17,2,51,170
"G0501070","2010","3","7","Arkansas","05","Phillips County","107",,,,,,,,,,,,,,"25760","99999","999",,,,,,,,,,,,,,"Phillips County",,21757,21757,11321,0,11321,10436,0,21757,7618,13719,51,67,1,95,206
"G0501090","2010","3","7","Arkansas","05","Pike County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,11291,11291,0,0,0,11291,0,11291,10163,330,70,57,1,485,185
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Poinsett County",,24583,24583,7095,0,7095,17488,0,24583,22089,1775,59,45,4,281,330
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,20662,20662,5499,0,5499,15163,0,20662,19144,65,364,94,5,512,478
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Pope County",,61754,61754,28102,0,28102,33652,0,61754,55273,1784,471,605,25,2230,1366
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prairie County",,8715,8715,0,0,0,8715,0,8715,7529,1064,26,6,0,10,80
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Pulaski County",,382748,382748,335759,335759,0,46989,0,382748,220051,133858,1555,7505,272,11646,7861
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,17969,17969,5854,0,5854,12115,0,17969,17339,128,90,32,5,123,252
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,,,"St. Francis County",,28258,28258,13690,0,13690,14568,0,28258,12502,14667,148,136,9,386,410
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Saline County",,107118,107118,68384,64725,3659,38734,0,107118,96978,4994,542,931,17,2125,1531
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,11233,11233,3330,0,3330,7903,0,11233,9880,53,208,384,3,423,282
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Searcy County",,8195,8195,0,0,0,8195,0,8195,7867,12,96,11,2,26,181
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sebastian County",,125744,125744,99574,90955,8619,26170,0,125744,96344,8019,2366,5102,109,9285,4519
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,17058,17058,6209,0,6209,10849,0,17058,11949,734,398,63,4,3387,523
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharp County",,17264,17264,3443,0,3443,13821,0,17264,16582,93,170,50,2,72,295
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stone County",,12394,12394,0,0,0,12394,0,12394,11995,11,84,45,4,55,200
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,,,"Union County",,41639,41639,18944,0,18944,22695,0,41639,26276,13721,143,207,14,756,522
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,17295,17295,0,0,0,17295,0,17295,16598,68,119,56,2,113,339
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Washington County",,203065,203065,151294,148081,3213,51771,0,203065,162253,6006,2393,4416,4128,18170,5699
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,,,"White County",,77076,77076,35210,0,35210,41866,0,77076,70425,3074,449,419,36,1259,1414
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodruff County",,7260,7260,0,0,0,7260,0,7260,5075,1994,18,15,5,49,104
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Yell County",,22185,22185,4631,0,4631,17554,0,22185,19226,307,149,287,11,1817,388
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Alameda County",,1510271,1510271,1504402,1504402,0,5869,0,1510271,649122,190451,9799,394560,12802,162540,90997
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alpine County",,1175,1175,0,0,0,1175,0,1175,881,0,240,7,0,19,28
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Amador County",,38091,38091,15075,0,15075,23016,0,38091,33149,962,678,419,77,1450,1356
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,,,"Butte County",,220000,220000,178416,98176,80240,41584,0,220000,180096,3415,4395,9057,452,12141,10444
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calaveras County",,45578,45578,11208,0,11208,34370,0,45578,40522,383,689,571,79,1534,1800
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colusa County",,21419,21419,14624,0,14624,6795,0,21419,13854,195,419,281,68,5838,764
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Contra Costa County",,1049025,1049025,1040709,1026665,14044,8316,0,1049025,614512,97161,6122,151469,4845,112691,62225
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,,,"Del Norte County",,28610,28610,18976,0,18976,9634,0,28610,21098,993,2244,965,32,1980,1298
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"El Dorado County",,181058,181058,118231,61422,56809,62827,0,181058,156793,1409,2070,6297,294,7278,6917
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,,,"Fresno County",,930450,930450,829913,654628,175285,100537,0,930450,515145,49523,15649,89357,1405,217085,42286
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glenn County",,28122,28122,16628,0,16628,11494,0,28122,19990,231,619,722,24,5522,1014
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,,,"Humboldt County",,134623,134623,94561,0,94561,40062,0,134623,109920,1505,7726,2944,352,5003,7173
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,,,"Imperial County",,174528,174528,144129,108683,35446,30399,0,174528,102553,5773,3059,2843,165,52413,7722
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,,,"Inyo County",,18546,18546,9935,0,9935,8611,0,18546,13741,109,2121,243,16,1676,640
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,,,"Kern County",,839631,839631,753938,578366,175572,85693,0,839631,499766,48921,12676,34846,1252,204314,37856
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,,,"Kings County",,152982,152982,136381,87941,48440,16601,0,152982,83027,11014,2562,5620,271,42996,7492
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,,,"Lake County",,64665,64665,43257,0,43257,21408,0,64665,52033,1232,2049,724,108,5455,3064
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,,,"Lassen County",,34895,34895,10285,0,10285,24610,0,34895,25532,2834,1234,356,165,3562,1212
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,,,"Los Angeles County",,9818605,9818605,9759181,9743650,15531,59424,0,9818605,4936599,856874,72828,1346865,26094,2140632,438713
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,,,"Madera County",,150865,150865,101193,78413,22780,49672,0,150865,94456,5629,4136,2802,162,37380,6300
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"Marin County",,252409,252409,235952,235952,0,16457,0,252409,201963,6987,1523,13761,509,16973,10693
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mariposa County",,18251,18251,0,0,0,18251,0,18251,16103,138,527,204,26,508,745
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,,,"Mendocino County",,87841,87841,48110,0,48110,39731,0,87841,67218,622,4277,1450,119,10185,3970
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,,,"Merced County",,255793,255793,219283,161757,57526,36510,0,255793,148381,9926,3473,18836,583,62665,11929
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Modoc County",,9686,9686,2910,0,2910,6776,0,9686,8084,82,370,78,21,680,371
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mono County",,14202,14202,7693,0,7693,6509,0,14202,11697,47,302,192,11,1539,414
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,,,"Monterey County",,415057,415057,374315,306096,68219,40742,0,415057,230717,12785,5464,25258,2071,117405,21357
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,,,"Napa County",,136484,136484,118194,103379,14815,18290,0,136484,97525,2668,1058,9223,372,20058,5580
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,,,"Nevada County",,98764,98764,57150,0,57150,41614,0,98764,90233,389,1044,1187,110,2678,3123
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,,,"Orange County",,3010232,3010232,3005917,3005917,0,4315,0,3010232,1830758,50744,18132,537804,9354,435641,127799
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Placer County",,348432,348432,300393,254704,45689,48039,0,348432,290977,4751,3011,20435,778,13375,15105
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plumas County",,20007,20007,5197,0,5197,14810,0,20007,17797,192,539,134,18,603,724
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"Riverside County",,2189641,2189641,2088429,2022683,65746,101212,0,2189641,1335147,140543,23710,130468,6874,448235,104664
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Sacramento County",,1418788,1418788,1389531,1359243,30288,29257,0,1418788,815151,147058,14308,203211,13858,131691,93511
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"San Benito County",,55269,55269,42002,0,42002,13267,0,55269,35181,483,895,1443,94,14471,2702
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"San Bernardino County",,2035210,2035210,1938853,1792222,146631,96357,0,2035210,1153161,181862,22689,128603,6870,439661,102364
