GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G3101390","2010","2","4","Nebraska","31","Pierce County","139",,,,,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,,,"Pierce County",,7266,7266,0,0,0,7266,0,7266,7147,14,16,12,0,39,38
"G3101410","2010","2","4","Nebraska","31","Platte County","141",,,,,,,,,,,,,,"18100","99999","999",,,,,,,,,,,,,,"Platte County",,32237,32237,22106,0,22106,10131,0,32237,29021,145,219,151,12,2213,476
"G3101430","2010","2","4","Nebraska","31","Polk County","143",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,5406,5406,0,0,0,5406,0,5406,5292,6,11,6,2,35,54
"G3101450","2010","2","4","Nebraska","31","Red Willow County","145",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Red Willow County",,11055,11055,7563,0,7563,3492,0,11055,10612,81,52,32,1,154,123
"G3101470","2010","2","4","Nebraska","31","Richardson County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Richardson County",,8363,8363,4133,0,4133,4230,0,8363,7886,15,250,27,1,31,153
"G3101490","2010","2","4","Nebraska","31","Rock County","149",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Rock County",,1526,1526,0,0,0,1526,0,1526,1503,1,9,3,0,4,6
"G3101510","2010","2","4","Nebraska","31","Saline County","151",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Saline County",,14200,14200,6948,0,6948,7252,0,14200,11783,125,55,225,14,1775,223
"G3101530","2010","2","4","Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Sarpy County",,158840,158840,150463,150463,0,8377,0,158840,138879,6321,733,3353,168,4426,4960
"G3101550","2010","2","4","Nebraska","31","Saunders County","155",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Saunders County",,20780,20780,6964,0,6964,13816,0,20780,20201,71,53,83,1,150,221
"G3101570","2010","2","4","Nebraska","31","Scotts Bluff County","157",,,,,,,,,,,,,,"42420","99999","999",,,,,,,,,,,,,,"Scotts Bluff County",,36970,36970,25946,0,25946,11024,0,36970,32307,204,782,218,19,2719,721
"G3101590","2010","2","4","Nebraska","31","Seward County","159",,,,,,,,,,,,,,"30700","99999","999",,,,,,,,,,,,,,"Seward County",,16750,16750,6636,0,6636,10114,0,16750,16315,60,53,72,2,68,180
"G3101610","2010","2","4","Nebraska","31","Sheridan County","161",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sheridan County",,5469,5469,0,0,0,5469,0,5469,4629,12,619,18,5,24,162
"G3101630","2010","2","4","Nebraska","31","Sherman County","163",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sherman County",,3152,3152,0,0,0,3152,0,3152,3122,3,2,9,0,4,12
"G3101650","2010","2","4","Nebraska","31","Sioux County","165",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sioux County",,1311,1311,0,0,0,1311,0,1311,1260,1,2,1,0,32,15
"G3101670","2010","2","4","Nebraska","31","Stanton County","167",,,,,,,,,,,,,,"35740","99999","999",,,,,,,,,,,,,,"Stanton County",,6129,6129,1625,0,1625,4504,0,6129,5814,41,25,6,0,173,70
"G3101690","2010","2","4","Nebraska","31","Thayer County","169",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thayer County",,5228,5228,0,0,0,5228,0,5228,5120,12,8,16,0,24,48
"G3101710","2010","2","4","Nebraska","31","Thomas County","171",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thomas County",,647,647,0,0,0,647,0,647,635,1,1,2,0,1,7
"G3101730","2010","2","4","Nebraska","31","Thurston County","173",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Thurston County",,6940,6940,0,0,0,6940,0,6940,2801,17,3963,6,2,16,135
"G3101750","2010","2","4","Nebraska","31","Valley County","175",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Valley County",,4260,4260,0,0,0,4260,0,4260,4152,6,5,13,0,52,32
"G3101770","2010","2","4","Nebraska","31","Washington County","177",,,,,,,,,,,,,,"36540","99999","420",,,,,,,,,,,,,,"Washington County",,20234,20234,7844,0,7844,12390,0,20234,19673,122,44,54,8,136,197
"G3101790","2010","2","4","Nebraska","31","Wayne County","179",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wayne County",,9595,9595,5557,0,5557,4038,0,9595,9091,129,32,48,15,173,107
"G3101810","2010","2","4","Nebraska","31","Webster County","181",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Webster County",,3812,3812,0,0,0,3812,0,3812,3659,18,8,11,10,48,58
"G3101830","2010","2","4","Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Wheeler County",,818,818,0,0,0,818,0,818,804,0,1,4,0,2,7
"G3101850","2010","2","4","Nebraska","31","York County","185",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"York County",,13665,13665,7633,0,7633,6032,0,13665,12980,158,58,60,7,263,139
"G3200010","2010","4","8","Nevada","32","Churchill County","001",,,,,,,,,,,,,,"21980","99999","999",,,,,,,,,,,,,,"Churchill County",,24877,24877,16241,0,16241,8636,0,24877,20407,395,1129,665,51,1183,1047
"G3200030","2010","4","8","Nevada","32","Clark County","003",,,,,,,,,,,,,,"29820","99999","332",,,,,,,,,,,,,,"Clark County",,1951269,1951269,1925784,1886011,39773,25485,0,1951269,1188112,204379,14422,168831,13628,262506,99391
"G3200050","2010","4","8","Nevada","32","Douglas County","005",,,,,,,,,,,,,,"23820","99999","472",,,,,,,,,,,,,,"Douglas County",,46997,46997,32168,4726,27442,14829,0,46997,42130,201,896,725,66,1506,1473
"G3200070","2010","4","8","Nevada","32","Elko County","007",,,,,,,,,,,,,,"21220","99999","999",,,,,,,,,,,,,,"Elko County",,48818,48818,30340,0,30340,18478,0,48818,38772,378,2594,442,69,5022,1541
"G3200090","2010","4","8","Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Esmeralda County",,783,783,0,0,0,783,0,783,661,0,33,3,0,52,34
"G3200110","2010","4","8","Nevada","32","Eureka County","011",,,,,,,,,,,,,,"21220","99999","999",,,,,,,,,,,,,,"Eureka County",,1987,1987,0,0,0,1987,0,1987,1775,2,47,18,0,101,44
"G3200130","2010","4","8","Nevada","32","Humboldt County","013",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Humboldt County",,16528,16528,10268,0,10268,6260,0,16528,13053,87,692,120,19,2095,462
"G3200150","2010","4","8","Nevada","32","Lander County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lander County",,5775,5775,3520,0,3520,2255,0,5775,4853,20,242,21,1,496,142
"G3200170","2010","4","8","Nevada","32","Lincoln County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Lincoln County",,5345,5345,0,0,0,5345,0,5345,4871,121,61,40,15,116,121
"G3200190","2010","4","8","Nevada","32","Lyon County","019",,,,,,,,,,,,,,"22280","99999","456",,,,,,,,,,,,,,"Lyon County",,51980,51980,32780,754,32026,19200,0,51980,44164,417,1286,725,130,3320,1938
"G3200210","2010","4","8","Nevada","32","Mineral County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mineral County",,4772,4772,3249,0,3249,1523,0,4772,3462,196,742,53,6,101,212
"G3200230","2010","4","8","Nevada","32","Nye County","023",,,,,,,,,,,,,,"37220","99999","332",,,,,,,,,,,,,,"Nye County",,43946,43946,28446,0,28446,15500,0,43946,37755,874,703,572,211,2273,1558
"G3200270","2010","4","8","Nevada","32","Pershing County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pershing County",,6753,6753,0,0,0,6753,0,6753,5528,253,217,87,7,455,206
"G3200290","2010","4","8","Nevada","32","Storey County","029",,,,,,,,,,,,,,"39900","99999","456",,,,,,,,,,,,,,"Storey County",,4010,4010,295,0,295,3715,0,4010,3693,40,64,66,15,45,87
"G3200310","2010","4","8","Nevada","32","Washoe County","031",,,,,,,,,,,,,,"39900","99999","456",,,,,,,,,,,,,,"Washoe County",,421407,421407,403426,392132,11294,17981,0,421407,324070,9814,7209,21790,2542,40038,15944
"G3200330","2010","4","8","Nevada","32","White Pine County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"White Pine County",,10030,10030,4681,0,4681,5349,0,10030,8575,395,419,97,10,279,255
"G3205100","2010","4","8","Nevada","32","Carson City","510",,,,,,,,,,,,,,"16180","99999","999",,,,,,,,,,,,,,"Carson City",,55274,55274,52599,52599,0,2675,0,55274,44807,1054,1306,1181,101,5205,1620
"G3300010","2010","1","1","New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,"29060","99999","148",,,,,,,,,,,,,,"Belknap County",,60088,60088,20262,0,20262,39826,0,60088,58059,279,126,699,11,140,774
"G3300030","2010","1","1","New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Carroll County",,47818,47818,4685,0,4685,43133,0,47818,46627,139,132,305,7,75,533
"G3300050","2010","1","1","New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,"28300","99999","999",,,,,,,,,,,,,,"Cheshire County",,77117,77117,26979,0,26979,50138,0,77117,74239,390,193,921,19,275,1080
"G3300070","2010","1","1","New Hampshire","33","Coos County","007",,,,,,,,,,,,,,"13620","99999","999",,,,,,,,,,,,,,"Coos County",,33055,33055,11159,0,11159,21896,0,33055,32045,148,128,165,1,95,473
"G3300090","2010","1","1","New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,"30100","99999","180",,,,,,,,,,,,,,"Grafton County",,89118,89118,27880,0,27880,61238,0,89118,83386,828,329,2633,16,366,1560
"G3300110","2010","1","1","New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,"31700","99999","148",,,,,,,,,,,,,,"Hillsborough County",,400721,400721,315803,308754,7049,84918,0,400721,362153,8298,961,12954,140,8276,7939
"G3300130","2010","1","1","New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,"18180","99999","148",,,,,,,,,,,,,,"Merrimack County",,146445,146445,66467,15900,50567,79978,0,146445,139609,1530,391,2325,41,484,2065
"G3300150","2010","1","1","New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,"14460","40484","148",,,,,,,,,,,,,,"Rockingham County",,295223,295223,221718,218228,3490,73505,0,295223,281966,1996,486,4943,100,1678,4054
"G3300170","2010","1","1","New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,"14460","40484","148",,,,,,,,,,,,,,"Strafford County",,123143,123143,83243,80286,2957,39900,0,123143,115545,1242,275,3191,44,556,2290
"G3300190","2010","1","1","New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,"17200","99999","180",,,,,,,,,,,,,,"Sullivan County",,43742,43742,15676,0,15676,28066,0,43742,42421,185,129,271,5,117,614
"G3400010","2010","1","2","New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,"12100","99999","999",,,,,,,,,,,,,,"Atlantic County",,274549,274549,239644,226566,13078,34905,0,274549,179566,44138,1050,20595,92,20218,8890
"G3400030","2010","1","2","New Jersey","34","Bergen County","003",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Bergen County",,905116,905116,904197,904197,0,919,0,905116,650703,52473,2061,131329,229,45611,22710
"G3400050","2010","1","2","New Jersey","34","Burlington County","005",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Burlington County",,448734,448734,418834,383705,35129,29900,0,448734,331342,74505,985,19395,219,9193,13095
"G3400070","2010","1","2","New Jersey","34","Camden County","007",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Camden County",,513657,513657,505349,505275,74,8308,0,513657,335389,100441,1608,26257,165,36354,13443
"G3400090","2010","1","2","New Jersey","34","Cape May County","009",,,,,,,,,,,,,,"36140","99999","999",,,,,,,,,,,,,,"Cape May County",,97265,97265,80288,80288,0,16977,0,97265,87369,4565,205,834,36,2399,1857
"G3400110","2010","1","2","New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,"47220","99999","428",,,,,,,,,,,,,,"Cumberland County",,156898,156898,120769,81951,38818,36129,0,156898,98430,31741,1746,1907,59,17492,5523
"G3400130","2010","1","2","New Jersey","34","Essex County","013",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Essex County",,783969,783969,783855,783855,0,114,0,783969,333868,320479,3056,35789,286,65687,24804
"G3400150","2010","1","2","New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,"37980","15804","428",,,,,,,,,,,,,,"Gloucester County",,288288,288288,264228,264228,0,24060,0,288288,240890,29006,501,7609,95,4055,6132
"G3400170","2010","1","2","New Jersey","34","Hudson County","017",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Hudson County",,634266,634266,634266,634266,0,0,0,634266,342792,83925,4081,84924,344,90373,27827
"G3400190","2010","1","2","New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Hunterdon County",,128349,128349,64727,58491,6236,63622,0,128349,117264,3451,167,4181,37,1570,1679
"G3400210","2010","1","2","New Jersey","34","Mercer County","021",,,,,,,,,,,,,,"45940","99999","408",,,,,,,,,,,,,,"Mercer County",,366513,366513,353749,353749,0,12764,0,366513,225011,74318,1194,32752,295,22856,10087
"G3400230","2010","1","2","New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Middlesex County",,809858,809858,804397,804397,0,5461,0,809858,474589,78462,2777,173293,251,56569,23917
"G3400250","2010","1","2","New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Monmouth County",,630380,630380,606870,606727,143,23510,0,630380,520716,46443,1211,31258,211,18187,12354
"G3400270","2010","1","2","New Jersey","34","Morris County","027",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Morris County",,492276,492276,458952,448928,10024,33324,0,492276,406683,15360,805,44069,106,14910,10343
"G3400290","2010","1","2","New Jersey","34","Ocean County","029",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Ocean County",,576567,576567,559856,531911,27945,16711,0,576567,524577,18164,966,10081,129,14165,8485
"G3400310","2010","1","2","New Jersey","34","Passaic County","031",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Passaic County",,501226,501226,489146,484040,5106,12080,0,501226,314001,64295,3348,25092,156,75735,18599
"G3400330","2010","1","2","New Jersey","34","Salem County","033",,,,,,,,,,,,,,"37980","48864","428",,,,,,,,,,,,,,"Salem County",,66083,66083,36147,26228,9919,29936,0,66083,52757,9309,240,557,10,1745,1465
"G3400350","2010","1","2","New Jersey","34","Somerset County","035",,,,,,,,,,,,,,"35620","20764","408",,,,,,,,,,,,,,"Somerset County",,323444,323444,304708,304708,0,18736,0,323444,226608,28943,556,45650,94,13360,8233
"G3400370","2010","1","2","New Jersey","34","Sussex County","037",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Sussex County",,149265,149265,89783,37393,52390,59482,0,149265,139504,2677,234,2642,36,1783,2389
"G3400390","2010","1","2","New Jersey","34","Union County","039",,,,,,,,,,,,,,"35620","35084","408",,,,,,,,,,,,,,"Union County",,536499,536499,536499,536499,0,0,0,536499,329052,118313,2080,24839,163,45496,16556
"G3400410","2010","1","2","New Jersey","34","Warren County","041",,,,,,,,,,,,,,"10900","99999","999",,,,,,,,,,,,,,"Warren County",,108692,108692,67862,52506,15356,40830,0,108692,98137,3818,155,2673,30,1964,1915
"G3500010","2010","4","8","New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Bernalillo County",,662564,662564,634766,634766,0,27798,0,662564,459660,19652,31744,15525,695,105847,29441
"G3500030","2010","4","8","New Mexico","35","Catron County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Catron County",,3725,3725,0,0,0,3725,0,3725,3344,16,99,7,0,142,117
"G3500050","2010","4","8","New Mexico","35","Chaves County","005",,,,,,,,,,,,,,"40740","99999","999",,,,,,,,,,,,,,"Chaves County",,65645,65645,49727,0,49727,15918,0,65645,46518,1323,814,414,52,14399,2125
"G3500060","2010","4","8","New Mexico","35","Cibola County","006",,,,,,,,,,,,,,"24380","99999","999",,,,,,,,,,,,,,"Cibola County",,27213,27213,12152,0,12152,15061,0,27213,11386,275,11156,149,26,3370,851
"G3500070","2010","4","8","New Mexico","35","Colfax County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colfax County",,13750,13750,6551,0,6551,7199,0,13750,11522,64,202,49,7,1412,494
"G3500090","2010","4","8","New Mexico","35","Curry County","009",,,,,,,,,,,,,,"17580","99999","188",,,,,,,,,,,,,,"Curry County",,48376,48376,41570,0,41570,6806,0,48376,33728,3055,566,625,52,8344,2006
"G3500110","2010","4","8","New Mexico","35","De Baca County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"De Baca County",,2022,2022,0,0,0,2022,0,2022,1766,3,13,1,0,160,79
"G3500130","2010","4","8","New Mexico","35","Dona Ana County","013",,,,,,,,,,,,,,"29740","99999","999",,,,,,,,,,,,,,"Doña Ana County",,209233,209233,168871,159312,9559,40362,0,209233,154989,3656,3147,2227,185,38685,6344
"G3500150","2010","4","8","New Mexico","35","Eddy County","015",,,,,,,,,,,,,,"16100","99999","999",,,,,,,,,,,,,,"Eddy County",,53829,53829,42603,0,42603,11226,0,53829,41667,743,810,356,22,8629,1602
"G3500170","2010","4","8","New Mexico","35","Grant County","017",,,,,,,,,,,,,,"43500","99999","999",,,,,,,,,,,,,,"Grant County",,29514,29514,17014,0,17014,12500,0,29514,25058,255,400,123,22,2837,819
"G3500190","2010","4","8","New Mexico","35","Guadalupe County","019",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Guadalupe County",,4687,4687,2621,0,2621,2066,0,4687,3298,79,90,62,0,1004,154
"G3500210","2010","4","8","New Mexico","35","Harding County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Harding County",,695,695,0,0,0,695,0,695,604,2,8,0,0,71,10
"G3500230","2010","4","8","New Mexico","35","Hidalgo County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hidalgo County",,4894,4894,0,0,0,4894,0,4894,4177,29,41,23,2,536,86
"G3500250","2010","4","8","New Mexico","35","Lea County","025",,,,,,,,,,,,,,"26020","99999","999",,,,,,,,,,,,,,"Lea County",,64727,64727,51114,0,51114,13613,0,64727,48539,2641,770,326,36,10764,1651
"G3500270","2010","4","8","New Mexico","35","Lincoln County","027",,,,,,,,,,,,,,"40760","99999","999",,,,,,,,,,,,,,"Lincoln County",,20497,20497,9596,0,9596,10901,0,20497,17439,96,489,75,10,1880,508
"G3500280","2010","4","8","New Mexico","35","Los Alamos County","028",,,,,,,,,,,,,,"31060","99999","999",,,,,,,,,,,,,,"Los Alamos County",,17950,17950,15932,0,15932,2018,0,17950,15765,102,142,1071,10,393,467
"G3500290","2010","4","8","New Mexico","35","Luna County","029",,,,,,,,,,,,,,"19700","99999","999",,,,,,,,,,,,,,"Luna County",,25095,25095,14903,0,14903,10192,0,25095,19511,288,317,119,19,4176,665
"G3500310","2010","4","8","New Mexico","35","McKinley County","031",,,,,,,,,,,,,,"23700","99999","999",,,,,,,,,,,,,,"McKinley County",,71492,71492,30471,0,30471,41021,0,71492,10834,360,53988,568,23,3522,2197
"G3500330","2010","4","8","New Mexico","35","Mora County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mora County",,4881,4881,0,0,0,4881,0,4881,3462,32,64,13,1,1149,160
"G3500350","2010","4","8","New Mexico","35","Otero County","035",,,,,,,,,,,,,,"10460","99999","999",,,,,,,,,,,,,,"Otero County",,63797,63797,44917,0,44917,18880,0,63797,46352,2251,4271,749,153,7352,2669
"G3500370","2010","4","8","New Mexico","35","Quay County","037",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Quay County",,9041,9041,5283,0,5283,3758,0,9041,7781,103,113,88,4,648,304
"G3500390","2010","4","8","New Mexico","35","Rio Arriba County","039",,,,,,,,,,,,,,"21580","99999","492",,,,,,,,,,,,,,"Rio Arriba County",,40246,40246,20218,0,20218,20028,0,40246,20778,204,6447,170,13,11288,1346
"G3500410","2010","4","8","New Mexico","35","Roosevelt County","041",,,,,,,,,,,,,,"38780","99999","188",,,,,,,,,,,,,,"Roosevelt County",,19846,19846,12610,0,12610,7236,0,19846,15252,364,253,175,5,3164,633
"G3500430","2010","4","8","New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Sandoval County",,131561,131561,109119,106552,2567,22442,0,131561,89482,2800,16945,1922,169,15139,5104
"G3500450","2010","4","8","New Mexico","35","San Juan County","045",,,,,,,,,,,,,,"22140","99999","999",,,,,,,,,,,,,,"San Juan County",,130044,130044,86266,53049,33217,43778,0,130044,67048,756,47640,484,74,9501,4541
"G3500470","2010","4","8","New Mexico","35","San Miguel County","047",,,,,,,,,,,,,,"29780","99999","999",,,,,,,,,,,,,,"San Miguel County",,29393,29393,15609,0,15609,13784,0,29393,19583,412,508,228,37,7478,1147
"G3500490","2010","4","8","New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,"42140","99999","492",,,,,,,,,,,,,,"Santa Fe County",,144170,144170,107896,89284,18612,36274,0,144170,109800,1239,4486,1672,108,21730,5135
"G3500510","2010","4","8","New Mexico","35","Sierra County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,11988,11988,7918,0,7918,4070,0,11988,10265,49,199,49,3,1032,391
"G3500530","2010","4","8","New Mexico","35","Socorro County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Socorro County",,17866,17866,8991,0,8991,8875,0,17866,13424,188,2082,219,8,1442,503
"G3500550","2010","4","8","New Mexico","35","Taos County","055",,,,,,,,,,,,,,"45340","99999","999",,,,,,,,,,,,,,"Taos County",,32937,32937,13686,0,13686,19251,0,32937,22639,143,2031,219,10,6296,1599
"G3500570","2010","4","8","New Mexico","35","Torrance County","057",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Torrance County",,16383,16383,199,0,199,16184,0,16383,12460,219,383,71,8,2535,707
"G3500590","2010","4","8","New Mexico","35","Union County","059",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Union County",,4549,4549,0,0,0,4549,0,4549,3718,80,89,23,1,532,106
"G3500610","2010","4","8","New Mexico","35","Valencia County","061",,,,,,,,,,,,,,"10740","99999","999",,,,,,,,,,,,,,"Valencia County",,76569,76569,63758,63758,0,12811,0,76569,56027,1071,2915,406,55,13046,3049
"G3600010","2010","1","2","New York","36","Albany County","001",,,,,,,,,,,,,,"10580","99999","104",,,,,,,,,,,,,,"Albany County",,304204,304204,274708,269636,5072,29496,0,304204,237873,38609,654,14579,98,4744,7647
"G3600030","2010","1","2","New York","36","Allegany County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Allegany County",,48946,48946,10406,0,10406,38540,0,48946,47085,524,113,452,9,206,557
"G3600050","2010","1","2","New York","36","Bronx County","005",,,,,,,,,,,,,,"35620","35644","408",,,,,,,,,,,,,,"Bronx County",,1385108,1385108,1385069,1385069,0,39,0,1385108,386497,505200,18260,49609,1288,351011,73243
"G3600070","2010","1","2","New York","36","Broome County","007",,,,,,,,,,,,,,"13780","99999","999",,,,,,,,,,,,,,"Broome County",,200600,200600,148330,148330,0,52270,0,200600,176444,9614,396,7065,82,1912,5087
"G3600090","2010","1","2","New York","36","Cattaraugus County","009",,,,,,,,,,,,,,"36460","99999","160",,,,,,,,,,,,,,"Cattaraugus County",,80317,80317,30719,0,30719,49598,0,80317,74639,1024,2443,528,15,305,1363
"G3600110","2010","1","2","New York","36","Cayuga County","011",,,,,,,,,,,,,,"12180","99999","532",,,,,,,,,,,,,,"Cayuga County",,80026,80026,35386,0,35386,44640,0,80026,74042,3195,283,390,31,654,1431
"G3600130","2010","1","2","New York","36","Chautauqua County","013",,,,,,,,,,,,,,"27460","99999","999",,,,,,,,,,,,,,"Chautauqua County",,134905,134905,75732,0,75732,59173,0,134905,124875,3197,689,688,36,2669,2751
"G3600150","2010","1","2","New York","36","Chemung County","015",,,,,,,,,,,,,,"21300","99999","999",,,,,,,,,,,,,,"Chemung County",,88830,88830,67352,67352,0,21478,0,88830,78771,5828,233,1057,20,549,2372
"G3600170","2010","1","2","New York","36","Chenango County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chenango County",,50477,50477,8373,0,8373,42104,0,50477,48896,345,172,204,6,205,649
"G3600190","2010","1","2","New York","36","Clinton County","019",,,,,,,,,,,,,,"38460","99999","999",,,,,,,,,,,,,,"Clinton County",,82128,82128,29438,0,29438,52690,0,82128,75997,3209,286,898,19,540,1179
"G3600210","2010","1","2","New York","36","Columbia County","021",,,,,,,,,,,,,,"26460","99999","104",,,,,,,,,,,,,,"Columbia County",,63096,63096,16848,0,16848,46248,0,63096,57136,2855,123,1002,18,683,1279
"G3600230","2010","1","2","New York","36","Cortland County","023",,,,,,,,,,,,,,"18660","99999","296",,,,,,,,,,,,,,"Cortland County",,49336,49336,27493,0,27493,21843,0,49336,46901,760,137,416,5,271,846
"G3600250","2010","1","2","New York","36","Delaware County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delaware County",,47980,47980,10381,0,10381,37599,0,47980,45675,779,131,367,12,394,622
"G3600270","2010","1","2","New York","36","Dutchess County","027",,,,,,,,,,,,,,"39100","99999","408",,,,,,,,,,,,,,"Dutchess County",,297488,297488,221928,212235,9693,75560,0,297488,238387,29518,893,10437,108,10345,7800
"G3600290","2010","1","2","New York","36","Erie County","029",,,,,,,,,,,,,,"15380","99999","160",,,,,,,,,,,,,,"Erie County",,919040,919040,832615,811544,21071,86425,0,919040,735244,123931,5908,23789,219,13427,16522
"G3600310","2010","1","2","New York","36","Essex County","031",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Essex County",,39370,39370,9899,0,9899,29471,0,39370,37100,1073,126,263,9,320,479
"G3600330","2010","1","2","New York","36","Franklin County","033",,,,,,,,,,,,,,"31660","99999","999",,,,,,,,,,,,,,"Franklin County",,51599,51599,19259,0,19259,32340,0,51599,43437,3127,3797,219,10,385,624
"G3600350","2010","1","2","New York","36","Fulton County","035",,,,,,,,,,,,,,"24100","99999","104",,,,,,,,,,,,,,"Fulton County",,55531,55531,27558,0,27558,27973,0,55531,52948,1060,116,321,13,296,777
