GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IXME001,IXME002,IXME003,IXME004,IXME005,IXME006,IXME007,IXME008,IXME009,IXME010,IXME011,IXME012,IXME013,IXME014,IXME015,IXME016,IXME017,IXME018,IXME019,IXME020,IXME021,IXME022,IXME023,IXME024,IXME025,IX2E001,IX2E002,IX2E003,IX2E004,IX2E005,IX2E006,IX2E007,IX2E008,IX2E009,IX2E010,IX2E011,IX2E012,IX2E013,I6IE001,NAME_M,IXMM001,IXMM002,IXMM003,IXMM004,IXMM005,IXMM006,IXMM007,IXMM008,IXMM009,IXMM010,IXMM011,IXMM012,IXMM013,IXMM014,IXMM015,IXMM016,IXMM017,IXMM018,IXMM019,IXMM020,IXMM021,IXMM022,IXMM023,IXMM024,IXMM025,IX2M001,IX2M002,IX2M003,IX2M004,IX2M005,IX2M006,IX2M007,IX2M008,IX2M009,IX2M010,IX2M011,IX2M012,IX2M013,I6IM001
"G4803390","2010",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,"Montgomery County, Texas",295218,2539,0,0,326,678,1740,623,1715,4360,2178,3241,6453,4845,6782,5466,58597,11514,19761,54417,20943,64653,17355,3995,3037,425608,341802,73399,811,1794,518,2725,183,871,706,578,1944,277,30719,"Montgomery County, Texas",877,1152,294,294,400,605,1117,557,860,1569,907,1135,1252,1173,1585,1539,3818,1419,2046,4051,2364,3849,1776,1041,1023,0,4586,4390,706,875,417,996,178,657,609,413,681,204,1075
"G4803550","2010",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,"Nueces County, Texas",217633,5433,0,0,116,543,1880,554,1527,4850,2967,3821,5853,7260,8614,2898,41821,13004,16304,39927,15401,27650,12377,2571,2262,316139,191548,117753,544,605,298,957,147,658,299,1460,1082,788,22188,"Nueces County, Texas",834,1275,294,294,138,465,621,334,602,1477,968,1176,1435,1413,1913,777,3592,1958,2105,3934,2258,3274,1993,754,863,578,5854,5733,411,395,284,751,172,542,339,614,770,476,1106
"G4803610","2010",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,"Orange County, Texas",54554,303,0,0,0,0,27,134,72,484,149,1019,1430,1906,2515,1009,18868,3859,3813,9629,3359,4488,1143,159,188,,,,,,,,,,,,,,20885,"Orange County, Texas",669,279,294,294,294,294,71,211,106,340,170,625,662,757,962,486,1858,924,1057,1608,1049,1194,487,160,206,,,,,,,,,,,,,,1578
"G4803670","2010",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,"Parker County, Texas",77122,311,0,0,0,0,0,51,231,123,120,952,1587,3008,2434,899,18444,4629,6284,15069,5742,11897,4378,629,334,,,,,,,,,,,,,,27201,"Parker County, Texas",2397,244,294,294,294,294,294,87,331,132,194,550,645,987,810,502,2082,1013,1207,2108,1379,1866,1124,406,325,,,,,,,,,,,,,,2000
"G4803750","2010",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,"Potter County, Texas",75484,1889,0,0,76,65,488,509,731,1704,904,1845,4665,1691,2772,1544,15707,4505,5732,13077,4803,8961,2657,610,549,111294,75832,29877,609,0,0,750,137,668,1592,0,1093,736,17578,"Potter County, Texas",581,726,294,294,122,102,334,353,624,679,493,860,1403,627,868,507,1828,1141,1148,1870,949,1252,715,390,356,283,2615,2449,638,294,294,566,168,515,911,294,787,666,1087
"G4803810","2010",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,"Randall County, Texas",77797,456,0,0,0,42,0,43,0,218,60,1164,1195,1104,1330,1117,14483,3527,6839,15210,6132,16926,5818,1015,1118,113035,100337,9725,120,262,226,508,0,209,370,0,845,433,28676,"Randall County, Texas",741,223,294,294,294,69,294,69,294,246,100,840,490,564,533,603,1715,751,1300,1735,1282,1854,1176,475,660,240,2070,1934,144,230,216,405,294,218,439,294,469,276,1757
"G4803970","2010",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,"Rockwall County, Texas",50808,476,67,0,0,0,255,245,275,538,83,222,475,358,754,473,8506,1052,4759,8502,3729,14005,4275,1099,660,,,,,,,,,,,,,,32580,"Rockwall County, Texas",519,311,99,294,294,294,257,325,283,471,145,216,303,294,379,381,1599,462,1229,1723,802,1704,1007,525,355,,,,,,,,,,,,,,2035
"G4804090","2010",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,"San Patricio County, Texas",40253,916,0,0,162,23,353,395,120,769,784,801,1944,1113,878,1145,9139,1968,3589,7577,2110,4682,1552,199,34,,,,,,,,,,,,,,20375,"San Patricio County, Texas",789,434,294,294,190,41,232,466,131,485,477,412,631,526,448,627,1815,655,1031,1372,710,1215,613,191,62,,,,,,,,,,,,,,1467
"G4804230","2010",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,"Smith County, Texas",133641,1844,0,0,50,184,819,352,520,1888,1049,1799,2794,3524,2268,2602,26945,6407,9613,25421,12300,23453,7615,1742,452,,,,,,,,,,,,,,24217,"Smith County, Texas",911,881,294,294,82,146,561,331,428,842,546,943,893,971,770,1066,2920,1496,1626,2535,1818,2203,1437,547,339,,,,,,,,,,,,,,1240
"G4804390","2010",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,"Tarrant County, Texas",1135064,16520,0,126,497,2455,6655,2070,4945,31379,8398,12503,28142,24631,27063,16525,230136,44541,75348,199633,78994,227602,71086,16551,9264,1674022,1209633,354627,6308,3608,3649,23330,4613,6663,25770,3982,13952,17887,25843,"Tarrant County, Texas",481,2476,294,207,396,864,1906,1034,1244,3645,1881,2143,3226,2963,2972,2213,7219,3898,4561,8736,5258,7319,4696,1880,1540,336,10931,9322,1999,973,2204,4129,1994,1751,4627,1144,2936,3796,501
"G4804410","2010",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,"Taylor County, Texas",79927,1096,0,0,122,43,127,669,70,789,170,1882,2417,2021,2083,1071,16748,3513,7762,15005,5298,12347,4453,1281,960,,,,,,,,,,,,,,21934,"Taylor County, Texas",565,715,294,294,151,73,156,555,125,532,170,859,870,671,907,497,2297,850,1350,1682,1123,1789,1056,692,523,,,,,,,,,,,,,,1680
"G4804510","2010",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,"Tom Green County, Texas",69256,1562,0,0,0,0,710,263,408,1282,573,770,1720,2425,1987,487,18256,4636,4946,11287,4481,9980,2116,551,816,,,,,,,,,,,,,,21008,"Tom Green County, Texas",627,611,294,294,294,294,404,351,273,610,380,412,628,930,749,292,1964,1136,1074,2265,961,1841,894,343,492,,,,,,,,,,,,,,1539
"G4804530","2010",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,"Travis County, Texas",653758,10418,0,0,848,1903,3983,1951,3370,16231,2133,8092,15059,8238,9678,6580,96436,19195,33478,98534,36163,179053,69924,18339,14152,954746,662138,226719,2974,3048,3900,12241,4618,9447,14118,2112,9081,4350,29789,"Travis County, Texas",251,2793,294,294,641,766,1512,775,1262,2764,971,1604,2472,1654,1588,1112,5440,2305,2542,4677,3076,6531,4475,2183,2038,156,7492,7061,852,833,1406,2988,1313,1763,3516,1007,2107,1597,758
"G4804690","2010",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,"Victoria County, Texas",55977,1145,0,0,0,97,190,0,138,1550,683,1104,2312,2240,2134,485,14720,3016,4716,8289,4986,5432,2253,411,76,,,,,,,,,,,,,,21909,"Victoria County, Texas",285,579,294,294,294,130,278,294,183,613,534,574,881,782,787,285,1910,880,1208,1642,1335,1106,672,286,134,,,,,,,,,,,,,,1298
"G4804710","2010",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,"Walker County, Texas",44431,473,0,0,55,0,128,101,55,767,483,1105,1665,1146,1162,573,8077,5792,3845,8187,2420,5815,1953,51,578,,,,,,,,,,,,,,15664,"Walker County, Texas",1286,347,294,294,91,294,131,147,91,438,411,530,810,621,380,458,1755,1032,1130,1728,821,1520,1001,84,466,,,,,,,,,,,,,,2419
"G4804790","2010",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,"Webb County, Texas",136214,5713,0,0,382,1009,2937,1350,2203,10725,2586,3779,9423,3512,2363,3336,23074,5162,6314,22218,7301,18269,3423,767,368,,,,,,,,,,,,,,14000,"Webb County, Texas",700,1239,294,294,345,506,978,619,941,1654,1028,1413,1764,1220,866,1115,2710,1541,1759,2581,1469,2536,893,431,238,,,,,,,,,,,,,,877
"G4804850","2010",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,"Wichita County, Texas",82886,627,0,0,0,73,172,202,519,1226,315,1851,2837,2160,3834,1139,21333,7203,5765,13868,4603,10309,3389,1093,368,,,,,,,,,,,,,,20010,"Wichita County, Texas",852,374,294,294,294,85,161,206,332,546,213,603,800,695,1114,435,2053,1533,1017,1622,1162,1706,842,494,277,,,,,,,,,,,,,,1305
"G4804910","2010",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,"Williamson County, Texas",272167,2812,0,60,145,316,279,45,534,3149,485,2186,2699,2899,3217,3396,46338,10108,22271,47800,23559,68640,23562,4648,3019,392529,309508,57580,1907,2666,885,6971,1967,2062,1223,1233,4607,1920,28773,"Williamson County, Texas",728,1235,294,101,236,273,266,74,405,1227,378,880,935,1102,1110,1073,3035,1773,2474,3415,2822,4155,2596,1011,808,327,3868,3304,1045,1288,548,2276,1215,1123,867,815,1407,1430,977
"G4900050","2010",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,"Cache County, Utah",58088,61,47,0,0,72,68,32,401,901,63,202,722,635,936,527,11510,1166,3595,13097,5001,12815,4207,551,1479,101955,88582,9218,49,373,409,368,578,936,235,302,824,81,18997,"Cache County, Utah",741,83,77,267,267,128,106,52,409,389,74,161,509,344,442,351,1457,398,784,1544,959,1467,894,257,406,338,1328,974,80,377,298,311,473,629,344,392,414,81,1182
"G4900110","2010",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,"Davis County, Utah",173701,406,0,0,0,0,64,42,164,461,44,698,740,1213,1989,2328,32340,5540,16325,32665,18580,42190,13091,3235,1586,276396,251243,14683,1018,1064,423,1689,1124,1558,382,164,1308,1740,24080,"Davis County, Utah",896,256,267,267,267,267,92,69,241,318,71,376,408,554,696,795,2297,1190,1541,2593,1734,3074,1605,912,522,289,3079,2389,961,539,326,628,736,1013,538,203,583,1072,830
"G4900350","2010",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,"Salt Lake County, Utah",624166,5972,74,459,341,515,1714,1683,1701,7815,1173,3522,9391,8908,16504,14412,136518,17342,47762,118657,49266,120265,40683,11014,8475,943759,758698,122663,3106,4625,7499,9947,1454,5884,4919,978,17578,6408,23659,"Salt Lake County, Utah",777,1357,114,378,335,508,763,908,746,1735,533,867,1888,1661,2174,2262,5092,2183,3262,5240,3429,5222,2790,1440,1301,0,7821,5326,1071,1220,2868,2543,768,2071,2488,538,2764,1956,656
"G4900490","2010",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,"Utah County, Utah",254592,935,0,0,0,152,204,103,926,1453,320,656,1857,2730,3269,2907,40643,5560,18105,56583,27355,65044,18418,3902,3470,461426,397514,44645,1720,2525,923,3995,1166,2197,142,530,4506,1563,18938,"Utah County, Utah",684,425,267,267,267,240,256,123,841,896,293,339,770,816,1251,1016,3472,1332,2014,3764,2155,3296,1812,838,790,646,4559,3599,789,1125,618,1207,1067,859,229,426,1320,894,697
"G4900530","2010",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,"Washington County, Utah",83581,627,0,0,0,68,0,0,0,1134,241,434,496,1254,1364,1592,21189,1690,6092,17561,7108,14599,5594,1461,1077,,,,,,,,,,,,,,21226,"Washington County, Utah",667,361,267,267,267,105,267,267,267,880,310,249,323,643,601,638,2158,730,1064,2383,1416,1662,1152,540,438,,,,,,,,,,,,,,1690
"G4900570","2010",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,"Weber County, Utah",138929,1493,0,0,44,185,0,206,266,2185,293,806,1719,1961,1910,3207,35003,4873,11769,25977,13395,23274,7304,1709,1350,211385,184700,20796,385,1081,306,2084,85,800,97,247,697,107,22468,"Weber County, Utah",660,997,267,267,68,172,267,208,312,848,272,402,780,710,702,893,2840,1116,1580,2550,1752,2173,1492,593,557,529,3643,3265,366,621,213,892,150,516,116,274,341,129,1044
"G5000070","2010",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,"Chittenden County, Vermont",101341,546,0,0,0,0,0,371,135,103,353,1183,1583,745,1023,938,18247,3584,5775,9784,9463,29630,11996,3069,2813,148924,135891,2359,2602,237,1477,2520,42,159,1576,111,150,1800,31438,"Chittenden County, Vermont",771,373,211,211,211,211,211,254,144,117,269,636,830,393,474,395,2069,1217,1217,1502,1569,2499,1533,694,650,221,1936,630,829,204,825,917,58,205,898,129,165,1408,1578
"G5100030","2010",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,"Albemarle County, Virginia",66667,389,0,0,100,283,82,72,70,362,233,411,464,611,999,285,10756,1016,3804,8868,3618,17877,9876,2456,4035,94446,84236,3471,325,323,920,1748,320,651,141,215,508,1588,36831,"Albemarle County, Virginia",1077,324,287,287,202,334,139,123,124,329,214,305,347,359,434,245,1604,513,1003,1716,887,2219,1455,757,974,428,2104,904,350,306,857,1081,419,558,164,337,467,1257,3703
"G5100130","2010",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,"Arlington County, Virginia",156732,854,49,0,716,0,704,160,344,728,693,1403,1636,1484,1383,2394,11147,2766,4007,11273,5397,51754,37421,14249,6170,197631,140949,27360,1652,1014,1885,7953,1147,2809,818,1686,3109,7249,55403,"Arlington County, Virginia",831,385,85,287,701,287,727,260,367,634,577,853,793,732,679,700,1604,963,1040,1665,1327,3299,3121,2050,1291,3,3870,1741,856,484,744,2035,764,1262,464,790,1178,1761,2451
"G5100150","2010",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,"Augusta County, Virginia",52952,744,0,0,0,70,0,0,132,578,263,1118,987,2006,1154,799,19002,3173,3508,6162,2976,6704,2968,400,208,,,,,,,,,,,,,,21756,"Augusta County, Virginia",1193,409,287,287,287,116,287,287,158,323,211,467,362,575,536,395,2025,701,987,1192,860,1197,785,330,211,,,,,,,,,,,,,,1401
"G5100190","2010",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,"Bedford County, Virginia",49866,762,0,0,80,0,49,0,0,355,417,809,684,1934,1152,718,16501,2291,3023,5773,3582,7609,3094,794,239,,,,,,,,,,,,,,26707,"Bedford County, Virginia",1352,555,287,287,141,287,80,287,287,242,353,460,419,803,588,366,1910,682,842,1137,854,1444,966,438,209,,,,,,,,,,,,,,2184
"G5100410","2010",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,"Chesterfield County, Virginia",209510,676,0,0,75,76,52,0,674,2994,1217,1482,2092,4692,4550,3955,43950,6030,12121,33384,14048,50903,20098,4428,2013,297264,264601,17691,1507,1578,327,2524,1006,1367,2108,768,1748,2039,30915,"Chesterfield County, Virginia",1040,405,287,287,124,119,80,287,406,1243,606,773,1021,1255,1161,1142,3595,1324,1585,2909,1652,3542,2162,870,700,468,2308,1818,875,838,308,1024,947,1174,1399,610,1387,1048,1003
"G5100590","2010",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,"Fairfax County, Virginia",740461,7044,0,0,479,1012,1747,2262,3330,8767,3752,5354,6903,5758,5685,10236,100732,8330,24760,89179,39458,217152,142076,33848,22597,1013687,627972,143475,8998,7226,8368,57932,34416,24978,25124,11108,25569,38521,47608,"Fairfax County, Virginia",353,1843,287,287,688,760,913,1219,1319,1901,1419,1533,1892,1250,1397,1883,5925,1683,2190,5871,3713,7069,5922,2609,2909,294,9404,5265,3402,1789,2319,6244,5581,4006,4400,3848,4233,5092,981
"G5100610","2010",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,"Fauquier County, Virginia",42294,241,0,0,0,0,0,0,0,129,332,583,355,593,1042,728,9491,1250,3026,5102,3838,9098,5576,616,294,,,,,,,,,,,,,,38672,"Fauquier County, Virginia",1700,220,287,287,287,287,287,287,287,148,276,393,296,392,587,428,1512,606,763,1062,842,1379,1259,402,243,,,,,,,,,,,,,,3501
"G5100690","2010",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,"Frederick County, Virginia",52742,236,0,0,0,275,0,462,0,456,434,1027,1503,1930,1253,986,12679,4233,3737,7490,2809,7253,4109,1338,532,,,,,,,,,,,,,,28460,"Frederick County, Virginia",654,204,287,287,287,421,287,445,287,421,354,523,728,980,528,519,1698,1690,799,1328,803,1394,940,808,347,,,,,,,,,,,,,,2054
"G5100850","2010",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,"Hanover County, Virginia",67292,227,0,0,0,0,0,0,0,145,498,466,663,1196,645,515,17458,2120,3409,10463,4398,16775,6051,1409,854,,,,,,,,,,,,,,32271,"Hanover County, Virginia",509,169,287,287,287,287,287,287,287,175,280,367,428,580,316,413,1949,706,783,1479,912,1740,1448,558,527,,,,,,,,,,,,,,1673
"G5100870","2010",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,"Henrico County, Virginia",208142,2659,66,0,0,147,44,387,700,1312,827,1973,3467,4015,4023,3719,39779,5308,12989,31403,14543,51246,21286,5150,3099,286937,249397,11783,765,903,1702,7559,666,3398,1159,510,4655,4440,31758,"Henrico County, Virginia",902,819,109,287,287,174,83,401,527,827,346,855,1325,1214,1265,1044,2743,1115,1665,2517,2101,3563,2023,1346,938,230,4230,1574,395,548,1291,2412,624,1374,785,498,1666,2501,1269
"G5100950","2010",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,"James City County, Virginia",47979,116,0,0,39,0,0,0,92,11,85,240,734,432,442,179,9590,1595,3859,6354,2792,11703,7128,1282,1306,,,,,,,,,,,,,,36135,"James City County, Virginia",1050,146,287,287,62,287,287,287,151,24,134,203,407,350,273,173,1659,556,928,1464,782,1591,1239,490,549,,,,,,,,,,,,,,2525
"G5101070","2010",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,"Loudoun County, Virginia",199977,1846,0,0,0,0,0,190,552,2195,1197,954,2312,1158,1747,1036,25323,2424,7698,24080,10449,72706,37881,4026,2203,287037,203429,35242,1861,2041,1084,20114,4563,2290,1761,3429,7327,3896,43777,"Loudoun County, Virginia",700,678,287,287,287,287,287,175,479,1067,780,457,1124,811,810,489,2443,800,1395,2890,1551,3941,3062,1059,616,351,4324,2603,1066,1021,729,3329,2066,1130,1142,1519,2225,1616,1166
"G5101210","2010",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,"Montgomery County, Virginia",50136,470,0,0,0,78,0,59,67,856,114,439,830,1601,1157,652,9287,2141,2554,6580,2920,9743,5998,1187,3403,90203,79705,1955,589,677,857,2139,1145,1323,59,210,1046,498,20679,"Montgomery County, Virginia",973,323,287,287,287,131,287,103,114,565,107,325,408,773,535,397,1599,847,757,1173,924,1543,1103,682,900,345,1549,544,482,693,686,987,737,901,103,318,720,344,1339
"G5101530","2010",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,"Prince William County, Virginia",253747,4602,0,120,0,585,1536,316,1570,2450,2072,2416,3526,3707,4078,4432,47698,5873,16340,41460,17308,54979,31339,4035,3305,372597,259639,67787,2209,2169,675,14166,2282,1390,4036,2943,5835,9466,34737,"Prince William County, Virginia",573,1282,287,207,287,447,869,384,961,970,980,971,1302,1332,1143,1249,4057,1369,2467,3462,3037,4123,2620,1101,1005,155,6528,3532,1119,807,443,3174,1113,846,1895,1253,2090,2666,923
"G5101610","2010",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,"Roanoke County, Virginia",65159,38,0,0,0,0,0,62,0,213,866,656,814,1268,1326,1213,12562,2388,4721,10278,5802,14441,5487,1843,1181,87086,80907,1786,572,151,868,1186,309,434,126,0,196,551,30653,"Roanoke County, Virginia",547,67,287,287,287,287,287,105,287,196,466,301,433,553,629,719,1722,692,1059,1560,1315,1809,1165,731,428,565,1502,696,522,146,805,742,295,485,198,287,267,619,1607
"G5101650","2010",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,"Rockingham County, Virginia",51640,782,0,0,44,86,0,86,127,449,964,2234,977,1213,1477,782,18135,2724,2236,4459,2725,7717,3310,594,519,,,,,,,,,,,,,,27760,"Rockingham County, Virginia",484,380,287,287,80,128,287,108,126,285,381,623,389,472,761,685,1748,833,642,1187,825,1133,931,363,318,,,,,,,,,,,,,,3481
"G5101770","2010",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,"Spotsylvania County, Virginia",78807,448,0,0,0,60,0,37,126,285,67,1244,2112,2062,3724,673,20847,2692,5668,11844,6459,12897,5858,1219,485,,,,,,,,,,,,,,28589,"Spotsylvania County, Virginia",803,321,287,287,287,103,287,62,146,255,110,747,1169,920,1570,466,2477,773,1351,1794,1159,1676,1454,627,307,,,,,,,,,,,,,,1467
"G5101790","2010",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,"Stafford County, Virginia",80285,347,0,0,145,0,0,51,142,284,465,479,999,609,1251,936,18493,2402,5728,12280,7124,17267,9953,537,793,121089,105151,9627,1619,563,306,1031,608,0,735,174,412,863,34127,"Stafford County, Virginia",759,264,287,287,207,287,287,84,135,296,498,306,589,345,445,515,2160,724,1133,1623,1348,1718,1542,227,487,185,2334,1570,924,360,284,595,349,287,587,195,344,629,1217
"G5101990","2010",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,"York County, Virginia",43137,180,0,0,0,0,0,0,0,128,0,214,398,490,230,481,7050,1052,2935,6062,5146,9891,6967,1026,887,,,,,,,,,,,,,,36678,"York County, Virginia",1107,200,287,287,287,287,287,287,287,212,287,164,281,306,239,281,1566,483,668,1013,1265,1407,1349,471,415,,,,,,,,,,,,,,2954
"G5105100","2010",,,"Virginia","51","Alexandria City","510",,,,,,,,,,,,,,,,,"Alexandria city, Virginia",106993,222,0,0,0,0,0,988,765,1280,544,833,1932,1184,2661,732,13669,889,4174,9946,5027,31232,20831,6743,3341,130914,89458,18233,1919,786,1315,5613,998,311,487,649,1387,9758,51390,"Alexandria city, Virginia",744,190,287,287,287,287,287,683,614,718,535,528,899,706,1035,500,2226,419,971,1922,1266,2268,1905,1246,870,195,3313,1894,919,382,714,1864,766,245,373,735,889,2571,2825
"G5105500","2010",,,"Virginia","51","Chesapeake City","550",,,,,,,,,,,,,,,,,"Chesapeake city, Virginia",145058,966,0,0,0,0,96,77,297,528,712,1223,2246,2160,3602,1449,33803,3883,10872,26947,13650,26196,12486,3211,654,208921,194981,6171,744,453,288,2655,563,726,115,1662,191,372,28595,"Chesapeake city, Virginia",515,381,287,287,287,287,115,123,249,443,359,487,809,753,1198,619,2651,973,1624,2744,1966,2912,2027,932,346,553,2130,1142,498,373,310,1156,529,587,147,628,237,341,1327
"G5106500","2010",,,"Virginia","51","Hampton City","650",,,,,,,,,,,,,,,,,"Hampton city, Virginia",88687,1012,0,0,0,29,136,243,172,281,334,1010,697,1985,2856,1186,20462,4278,5355,20080,7238,14209,5598,909,617,128359,120023,3335,360,553,91,344,142,376,1183,366,757,829,23850,"Hampton city, Virginia",604,510,287,287,287,48,143,363,184,290,385,600,341,803,791,490,2227,1173,940,2288,1358,2046,1119,414,339,349,1681,1101,266,338,113,360,186,439,714,295,544,625,961
"G5106800","2010",,,"Virginia","51","Lynchburg City","680",,,,,,,,,,,,,,,,,"Lynchburg city, Virginia",42551,121,0,0,0,0,99,0,0,772,1287,1031,1117,1027,1590,493,9996,1929,3966,4071,3084,7571,3036,657,704,,,,,,,,,,,,,,19274,"Lynchburg city, Virginia",1743,173,287,287,287,287,113,287,287,481,642,474,675,483,724,271,1890,711,1123,928,969,1363,752,329,442,,,,,,,,,,,,,,1768
"G5107000","2010",,,"Virginia","51","Newport News City","700",,,,,,,,,,,,,,,,,"Newport News city, Virginia",109471,1290,0,0,0,120,0,0,143,207,526,730,509,2325,2962,2516,26297,3173,8238,23138,10006,17163,7679,1410,1039,167038,151137,7339,1188,1246,1158,940,562,98,880,113,1184,1193,24598,"Newport News city, Virginia",4496,640,287,287,287,144,287,287,172,161,324,464,323,928,1114,740,2305,807,1631,2490,1525,2329,1815,557,679,223,2740,1833,1070,571,766,716,396,124,645,185,775,814,1271
"G5107100","2010",,,"Virginia","51","Norfolk City","710",,,,,,,,,,,,,,,,,"Norfolk city, Virginia",144678,2036,50,0,0,0,82,205,242,586,77,1888,3453,5791,4666,2435,34416,6057,8721,28531,9615,22425,9766,2303,1333,226651,203783,12247,319,1085,1524,1838,394,353,0,2554,1306,1248,22715,"Norfolk city, Virginia",1089,721,83,287,287,287,101,256,184,306,94,730,1086,1420,1191,827,2757,1220,1525,2658,1601,2446,1282,717,557,202,2369,1306,250,880,1556,944,406,356,287,1044,656,823,1091
