GISJOIN,id,Temp,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
G2700850,27008,G27008,2010,2,4,Minnesota,27,McLeod County,85,,,,,,,,,,,,,,26780,99999,378,,,,,,,,,,,,,,McLeod County,,36651
G2700870,27008,G27008,2010,2,4,Minnesota,27,Mahnomen County,87,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mahnomen County,,5413
G2700890,27008,G27008,2010,2,4,Minnesota,27,Marshall County,89,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marshall County,,9439
G2700910,27009,G27009,2010,2,4,Minnesota,27,Martin County,91,,,,,,,,,,,,,,21860,99999,999,,,,,,,,,,,,,,Martin County,,20840
G2700930,27009,G27009,2010,2,4,Minnesota,27,Meeker County,93,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Meeker County,,23300
G2700950,27009,G27009,2010,2,4,Minnesota,27,Mille Lacs County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Mille Lacs County,,26097
G2700970,27009,G27009,2010,2,4,Minnesota,27,Morrison County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Morrison County,,33198
G2700990,27009,G27009,2010,2,4,Minnesota,27,Mower County,99,,,,,,,,,,,,,,12380,99999,999,,,,,,,,,,,,,,Mower County,,39163
G2701010,27010,G27010,2010,2,4,Minnesota,27,Murray County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Murray County,,8725
G2701030,27010,G27010,2010,2,4,Minnesota,27,Nicollet County,103,,,,,,,,,,,,,,31860,99999,999,,,,,,,,,,,,,,Nicollet County,,32727
G2701050,27010,G27010,2010,2,4,Minnesota,27,Nobles County,105,,,,,,,,,,,,,,49380,99999,999,,,,,,,,,,,,,,Nobles County,,21378
G2701070,27010,G27010,2010,2,4,Minnesota,27,Norman County,107,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Norman County,,6852
G2701090,27010,G27010,2010,2,4,Minnesota,27,Olmsted County,109,,,,,,,,,,,,,,40340,99999,999,,,,,,,,,,,,,,Olmsted County,,144248
G2701110,27011,G27011,2010,2,4,Minnesota,27,Otter Tail County,111,,,,,,,,,,,,,,22260,99999,999,,,,,,,,,,,,,,Otter Tail County,,57303
G2701130,27011,G27011,2010,2,4,Minnesota,27,Pennington County,113,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pennington County,,13930
G2701150,27011,G27011,2010,2,4,Minnesota,27,Pine County,115,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pine County,,29750
G2701170,27011,G27011,2010,2,4,Minnesota,27,Pipestone County,117,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pipestone County,,9596
G2701190,27011,G27011,2010,2,4,Minnesota,27,Polk County,119,,,,,,,,,,,,,,24220,99999,999,,,,,,,,,,,,,,Polk County,,31600
G2701210,27012,G27012,2010,2,4,Minnesota,27,Pope County,121,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Pope County,,10995
G2701230,27012,G27012,2010,2,4,Minnesota,27,Ramsey County,123,,,,,,,,,,,,,,33460,99999,378,,,,,,,,,,,,,,Ramsey County,,508640
G2701250,27012,G27012,2010,2,4,Minnesota,27,Red Lake County,125,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Red Lake County,,4089
G2701270,27012,G27012,2010,2,4,Minnesota,27,Redwood County,127,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Redwood County,,16059
G2701290,27012,G27012,2010,2,4,Minnesota,27,Renville County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Renville County,,15730
G2701310,27013,G27013,2010,2,4,Minnesota,27,Rice County,131,,,,,,,,,,,,,,22060,99999,378,,,,,,,,,,,,,,Rice County,,64142
G2701330,27013,G27013,2010,2,4,Minnesota,27,Rock County,133,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Rock County,,9687
G2701350,27013,G27013,2010,2,4,Minnesota,27,Roseau County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Roseau County,,15629
G2701370,27013,G27013,2010,2,4,Minnesota,27,St. Louis County,137,,,,,,,,,,,,,,20260,99999,999,,,,,,,,,,,,,,St. Louis County,,200226
G2701390,27013,G27013,2010,2,4,Minnesota,27,Scott County,139,,,,,,,,,,,,,,33460,99999,378,,,,,,,,,,,,,,Scott County,,129928
G2701410,27014,G27014,2010,2,4,Minnesota,27,Sherburne County,141,,,,,,,,,,,,,,33460,99999,378,,,,,,,,,,,,,,Sherburne County,,88499
G2701430,27014,G27014,2010,2,4,Minnesota,27,Sibley County,143,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sibley County,,15226
G2701450,27014,G27014,2010,2,4,Minnesota,27,Stearns County,145,,,,,,,,,,,,,,41060,99999,378,,,,,,,,,,,,,,Stearns County,,150642
G2701470,27014,G27014,2010,2,4,Minnesota,27,Steele County,147,,,,,,,,,,,,,,36940,99999,999,,,,,,,,,,,,,,Steele County,,36576
G2701490,27014,G27014,2010,2,4,Minnesota,27,Stevens County,149,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Stevens County,,9726
G2701510,27015,G27015,2010,2,4,Minnesota,27,Swift County,151,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Swift County,,9783
G2701530,27015,G27015,2010,2,4,Minnesota,27,Todd County,153,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Todd County,,24895
G2701550,27015,G27015,2010,2,4,Minnesota,27,Traverse County,155,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Traverse County,,3558
G2701570,27015,G27015,2010,2,4,Minnesota,27,Wabasha County,157,,,,,,,,,,,,,,40340,99999,999,,,,,,,,,,,,,,Wabasha County,,21676
G2701590,27015,G27015,2010,2,4,Minnesota,27,Wadena County,159,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Wadena County,,13843
G2701610,27016,G27016,2010,2,4,Minnesota,27,Waseca County,161,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Waseca County,,19136
G2701630,27016,G27016,2010,2,4,Minnesota,27,Washington County,163,,,,,,,,,,,,,,33460,99999,378,,,,,,,,,,,,,,Washington County,,238136
G2701650,27016,G27016,2010,2,4,Minnesota,27,Watonwan County,165,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Watonwan County,,11211
G2701670,27016,G27016,2010,2,4,Minnesota,27,Wilkin County,167,,,,,,,,,,,,,,47420,99999,244,,,,,,,,,,,,,,Wilkin County,,6576
G2701690,27016,G27016,2010,2,4,Minnesota,27,Winona County,169,,,,,,,,,,,,,,49100,99999,999,,,,,,,,,,,,,,Winona County,,51461
G2701710,27017,G27017,2010,2,4,Minnesota,27,Wright County,171,,,,,,,,,,,,,,33460,99999,378,,,,,,,,,,,,,,Wright County,,124700
G2701730,27017,G27017,2010,2,4,Minnesota,27,Yellow Medicine County,173,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Yellow Medicine County,,10438
G2800010,28000,G28000,2010,3,6,Mississippi,28,Adams County,1,,,,,,,,,,,,,,35020,99999,999,,,,,,,,,,,,,,Adams County,,32297
G2800030,28000,G28000,2010,3,6,Mississippi,28,Alcorn County,3,,,,,,,,,,,,,,18420,99999,999,,,,,,,,,,,,,,Alcorn County,,37057
G2800050,28000,G28000,2010,3,6,Mississippi,28,Amite County,5,,,,,,,,,,,,,,32620,99999,999,,,,,,,,,,,,,,Amite County,,13131
G2800070,28000,G28000,2010,3,6,Mississippi,28,Attala County,7,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Attala County,,19564
G2800090,28000,G28000,2010,3,6,Mississippi,28,Benton County,9,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Benton County,,8729
G2800110,28001,G28001,2010,3,6,Mississippi,28,Bolivar County,11,,,,,,,,,,,,,,17380,99999,999,,,,,,,,,,,,,,Bolivar County,,34145
G2800130,28001,G28001,2010,3,6,Mississippi,28,Calhoun County,13,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Calhoun County,,14962
G2800150,28001,G28001,2010,3,6,Mississippi,28,Carroll County,15,,,,,,,,,,,,,,24900,99999,999,,,,,,,,,,,,,,Carroll County,,10597
G2800170,28001,G28001,2010,3,6,Mississippi,28,Chickasaw County,17,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chickasaw County,,17392
G2800190,28001,G28001,2010,3,6,Mississippi,28,Choctaw County,19,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Choctaw County,,8547
G2800210,28002,G28002,2010,3,6,Mississippi,28,Claiborne County,21,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Claiborne County,,9604
G2800230,28002,G28002,2010,3,6,Mississippi,28,Clarke County,23,,,,,,,,,,,,,,32940,99999,999,,,,,,,,,,,,,,Clarke County,,16732
G2800250,28002,G28002,2010,3,6,Mississippi,28,Clay County,25,,,,,,,,,,,,,,48500,99999,200,,,,,,,,,,,,,,Clay County,,20634
G2800270,28002,G28002,2010,3,6,Mississippi,28,Coahoma County,27,,,,,,,,,,,,,,17260,99999,999,,,,,,,,,,,,,,Coahoma County,,26151
G2800290,28002,G28002,2010,3,6,Mississippi,28,Copiah County,29,,,,,,,,,,,,,,27140,99999,298,,,,,,,,,,,,,,Copiah County,,29449
G2800310,28003,G28003,2010,3,6,Mississippi,28,Covington County,31,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Covington County,,19568
G2800330,28003,G28003,2010,3,6,Mississippi,28,DeSoto County,33,,,,,,,,,,,,,,32820,99999,999,,,,,,,,,,,,,,DeSoto County,,161252
G2800350,28003,G28003,2010,3,6,Mississippi,28,Forrest County,35,,,,,,,,,,,,,,25620,99999,999,,,,,,,,,,,,,,Forrest County,,74934
G2800370,28003,G28003,2010,3,6,Mississippi,28,Franklin County,37,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Franklin County,,8118
G2800390,28003,G28003,2010,3,6,Mississippi,28,George County,39,,,,,,,,,,,,,,37700,99999,274,,,,,,,,,,,,,,George County,,22578
G2800410,28004,G28004,2010,3,6,Mississippi,28,Greene County,41,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Greene County,,14400
G2800430,28004,G28004,2010,3,6,Mississippi,28,Grenada County,43,,,,,,,,,,,,,,24980,99999,999,,,,,,,,,,,,,,Grenada County,,21906
G2800450,28004,G28004,2010,3,6,Mississippi,28,Hancock County,45,,,,,,,,,,,,,,25060,99999,274,,,,,,,,,,,,,,Hancock County,,43929
G2800470,28004,G28004,2010,3,6,Mississippi,28,Harrison County,47,,,,,,,,,,,,,,25060,99999,274,,,,,,,,,,,,,,Harrison County,,187105
G2800490,28004,G28004,2010,3,6,Mississippi,28,Hinds County,49,,,,,,,,,,,,,,27140,99999,298,,,,,,,,,,,,,,Hinds County,,245285
G2800510,28005,G28005,2010,3,6,Mississippi,28,Holmes County,51,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Holmes County,,19198
G2800530,28005,G28005,2010,3,6,Mississippi,28,Humphreys County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Humphreys County,,9375
G2800550,28005,G28005,2010,3,6,Mississippi,28,Issaquena County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Issaquena County,,1406
G2800570,28005,G28005,2010,3,6,Mississippi,28,Itawamba County,57,,,,,,,,,,,,,,46180,99999,999,,,,,,,,,,,,,,Itawamba County,,23401
G2800590,28005,G28005,2010,3,6,Mississippi,28,Jackson County,59,,,,,,,,,,,,,,37700,99999,274,,,,,,,,,,,,,,Jackson County,,139668
G2800610,28006,G28006,2010,3,6,Mississippi,28,Jasper County,61,,,,,,,,,,,,,,29860,99999,999,,,,,,,,,,,,,,Jasper County,,17062
G2800630,28006,G28006,2010,3,6,Mississippi,28,Jefferson County,63,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jefferson County,,7726
G2800650,28006,G28006,2010,3,6,Mississippi,28,Jefferson Davis County,65,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Jefferson Davis County,,12487
G2800670,28006,G28006,2010,3,6,Mississippi,28,Jones County,67,,,,,,,,,,,,,,29860,99999,999,,,,,,,,,,,,,,Jones County,,67761
G2800690,28006,G28006,2010,3,6,Mississippi,28,Kemper County,69,,,,,,,,,,,,,,32940,99999,999,,,,,,,,,,,,,,Kemper County,,10456
G2800710,28007,G28007,2010,3,6,Mississippi,28,Lafayette County,71,,,,,,,,,,,,,,37060,99999,999,,,,,,,,,,,,,,Lafayette County,,47351
G2800730,28007,G28007,2010,3,6,Mississippi,28,Lamar County,73,,,,,,,,,,,,,,25620,99999,999,,,,,,,,,,,,,,Lamar County,,55658
G2800750,28007,G28007,2010,3,6,Mississippi,28,Lauderdale County,75,,,,,,,,,,,,,,32940,99999,999,,,,,,,,,,,,,,Lauderdale County,,80261
G2800770,28007,G28007,2010,3,6,Mississippi,28,Lawrence County,77,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Lawrence County,,12929
G2800790,28007,G28007,2010,3,6,Mississippi,28,Leake County,79,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Leake County,,23805
G2800810,28008,G28008,2010,3,6,Mississippi,28,Lee County,81,,,,,,,,,,,,,,46180,99999,999,,,,,,,,,,,,,,Lee County,,82910
G2800830,28008,G28008,2010,3,6,Mississippi,28,Leflore County,83,,,,,,,,,,,,,,24900,99999,999,,,,,,,,,,,,,,Leflore County,,32317
G2800850,28008,G28008,2010,3,6,Mississippi,28,Lincoln County,85,,,,,,,,,,,,,,15020,99999,999,,,,,,,,,,,,,,Lincoln County,,34869
G2800870,28008,G28008,2010,3,6,Mississippi,28,Lowndes County,87,,,,,,,,,,,,,,18060,99999,200,,,,,,,,,,,,,,Lowndes County,,59779
G2800890,28008,G28008,2010,3,6,Mississippi,28,Madison County,89,,,,,,,,,,,,,,27140,99999,298,,,,,,,,,,,,,,Madison County,,95203
G2800910,28009,G28009,2010,3,6,Mississippi,28,Marion County,91,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Marion County,,27088
G2800930,28009,G28009,2010,3,6,Mississippi,28,Marshall County,93,,,,,,,,,,,,,,32820,99999,999,,,,,,,,,,,,,,Marshall County,,37144
G2800950,28009,G28009,2010,3,6,Mississippi,28,Monroe County,95,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Monroe County,,36989
G2800970,28009,G28009,2010,3,6,Mississippi,28,Montgomery County,97,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Montgomery County,,10925
G2800990,28009,G28009,2010,3,6,Mississippi,28,Neshoba County,99,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Neshoba County,,29676
G2801010,28010,G28010,2010,3,6,Mississippi,28,Newton County,101,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Newton County,,21720
G2801030,28010,G28010,2010,3,6,Mississippi,28,Noxubee County,103,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Noxubee County,,11545
G2801050,28010,G28010,2010,3,6,Mississippi,28,Oktibbeha County,105,,,,,,,,,,,,,,44260,99999,999,,,,,,,,,,,,,,Oktibbeha County,,47671
G2801070,28010,G28010,2010,3,6,Mississippi,28,Panola County,107,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Panola County,,34707
G2801090,28010,G28010,2010,3,6,Mississippi,28,Pearl River County,109,,,,,,,,,,,,,,38100,99999,999,,,,,,,,,,,,,,Pearl River County,,55834
G2801110,28011,G28011,2010,3,6,Mississippi,28,Perry County,111,,,,,,,,,,,,,,25620,99999,999,,,,,,,,,,,,,,Perry County,,12250
G2801130,28011,G28011,2010,3,6,Mississippi,28,Pike County,113,,,,,,,,,,,,,,32620,99999,999,,,,,,,,,,,,,,Pike County,,40404
G2801150,28011,G28011,2010,3,6,Mississippi,28,Pontotoc County,115,,,,,,,,,,,,,,46180,99999,999,,,,,,,,,,,,,,Pontotoc County,,29957
G2801170,28011,G28011,2010,3,6,Mississippi,28,Prentiss County,117,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Prentiss County,,25276
G2801190,28011,G28011,2010,3,6,Mississippi,28,Quitman County,119,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Quitman County,,8223
G2801210,28012,G28012,2010,3,6,Mississippi,28,Rankin County,121,,,,,,,,,,,,,,27140,99999,298,,,,,,,,,,,,,,Rankin County,,141617
G2801230,28012,G28012,2010,3,6,Mississippi,28,Scott County,123,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Scott County,,28264
G2801250,28012,G28012,2010,3,6,Mississippi,28,Sharkey County,125,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Sharkey County,,4916
G2801270,28012,G28012,2010,3,6,Mississippi,28,Simpson County,127,,,,,,,,,,,,,,27140,99999,298,,,,,,,,,,,,,,Simpson County,,27503
G2801290,28012,G28012,2010,3,6,Mississippi,28,Smith County,129,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Smith County,,16491
G2801310,28013,G28013,2010,3,6,Mississippi,28,Stone County,131,,,,,,,,,,,,,,25060,99999,274,,,,,,,,,,,,,,Stone County,,17786
G2801330,28013,G28013,2010,3,6,Mississippi,28,Sunflower County,133,,,,,,,,,,,,,,26940,99999,999,,,,,,,,,,,,,,Sunflower County,,29450
G2801350,28013,G28013,2010,3,6,Mississippi,28,Tallahatchie County,135,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Tallahatchie County,,15378
G2801370,28013,G28013,2010,3,6,Mississippi,28,Tate County,137,,,,,,,,,,,,,,32820,99999,999,,,,,,,,,,,,,,Tate County,,28886
G2801390,28013,G28013,2010,3,6,Mississippi,28,Tippah County,139,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Tippah County,,22232
G2801410,28014,G28014,2010,3,6,Mississippi,28,Tishomingo County,141,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Tishomingo County,,19593
G2801430,28014,G28014,2010,3,6,Mississippi,28,Tunica County,143,,,,,,,,,,,,,,32820,99999,999,,,,,,,,,,,,,,Tunica County,,10778
G2801450,28014,G28014,2010,3,6,Mississippi,28,Union County,145,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Union County,,27134
G2801470,28014,G28014,2010,3,6,Mississippi,28,Walthall County,147,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Walthall County,,15443
G2801490,28014,G28014,2010,3,6,Mississippi,28,Warren County,149,,,,,,,,,,,,,,46980,99999,999,,,,,,,,,,,,,,Warren County,,48773
G2801510,28015,G28015,2010,3,6,Mississippi,28,Washington County,151,,,,,,,,,,,,,,24740,99999,999,,,,,,,,,,,,,,Washington County,,51137
G2801530,28015,G28015,2010,3,6,Mississippi,28,Wayne County,153,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Wayne County,,20747
G2801550,28015,G28015,2010,3,6,Mississippi,28,Webster County,155,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Webster County,,10253
G2801570,28015,G28015,2010,3,6,Mississippi,28,Wilkinson County,157,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Wilkinson County,,9878
G2801590,28015,G28015,2010,3,6,Mississippi,28,Winston County,159,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Winston County,,19198
G2801610,28016,G28016,2010,3,6,Mississippi,28,Yalobusha County,161,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Yalobusha County,,12678
G2801630,28016,G28016,2010,3,6,Mississippi,28,Yazoo County,163,,,,,,,,,,,,,,49540,99999,298,,,,,,,,,,,,,,Yazoo County,,28065
G2900010,29000,G29000,2010,2,4,Missouri,29,Adair County,1,,,,,,,,,,,,,,28860,99999,999,,,,,,,,,,,,,,Adair County,,25607
G2900030,29000,G29000,2010,2,4,Missouri,29,Andrew County,3,,,,,,,,,,,,,,41140,99999,999,,,,,,,,,,,,,,Andrew County,,17291
G2900050,29000,G29000,2010,2,4,Missouri,29,Atchison County,5,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Atchison County,,5685
G2900070,29000,G29000,2010,2,4,Missouri,29,Audrain County,7,,,,,,,,,,,,,,33020,99999,999,,,,,,,,,,,,,,Audrain County,,25529
G2900090,29000,G29000,2010,2,4,Missouri,29,Barry County,9,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Barry County,,35597
G2900110,29001,G29001,2010,2,4,Missouri,29,Barton County,11,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Barton County,,12402
G2900130,29001,G29001,2010,2,4,Missouri,29,Bates County,13,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Bates County,,17049
G2900150,29001,G29001,2010,2,4,Missouri,29,Benton County,15,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Benton County,,19056
G2900170,29001,G29001,2010,2,4,Missouri,29,Bollinger County,17,,,,,,,,,,,,,,16020,99999,164,,,,,,,,,,,,,,Bollinger County,,12363
G2900190,29001,G29001,2010,2,4,Missouri,29,Boone County,19,,,,,,,,,,,,,,17860,99999,999,,,,,,,,,,,,,,Boone County,,162642
G2900210,29002,G29002,2010,2,4,Missouri,29,Buchanan County,21,,,,,,,,,,,,,,41140,99999,999,,,,,,,,,,,,,,Buchanan County,,89201
G2900230,29002,G29002,2010,2,4,Missouri,29,Butler County,23,,,,,,,,,,,,,,38740,99999,999,,,,,,,,,,,,,,Butler County,,42794
G2900250,29002,G29002,2010,2,4,Missouri,29,Caldwell County,25,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Caldwell County,,9424
G2900270,29002,G29002,2010,2,4,Missouri,29,Callaway County,27,,,,,,,,,,,,,,27620,99999,999,,,,,,,,,,,,,,Callaway County,,44332
G2900290,29002,G29002,2010,2,4,Missouri,29,Camden County,29,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Camden County,,44002
G2900310,29003,G29003,2010,2,4,Missouri,29,Cape Girardeau County,31,,,,,,,,,,,,,,16020,99999,164,,,,,,,,,,,,,,Cape Girardeau County,,75674
G2900330,29003,G29003,2010,2,4,Missouri,29,Carroll County,33,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Carroll County,,9295
G2900350,29003,G29003,2010,2,4,Missouri,29,Carter County,35,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Carter County,,6265
G2900370,29003,G29003,2010,2,4,Missouri,29,Cass County,37,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Cass County,,99478
G2900390,29003,G29003,2010,2,4,Missouri,29,Cedar County,39,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cedar County,,13982
G2900410,29004,G29004,2010,2,4,Missouri,29,Chariton County,41,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Chariton County,,7831
G2900430,29004,G29004,2010,2,4,Missouri,29,Christian County,43,,,,,,,,,,,,,,44180,99999,999,,,,,,,,,,,,,,Christian County,,77422
G2900450,29004,G29004,2010,2,4,Missouri,29,Clark County,45,,,,,,,,,,,,,,22800,99999,999,,,,,,,,,,,,,,Clark County,,7139
G2900470,29004,G29004,2010,2,4,Missouri,29,Clay County,47,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Clay County,,221939
G2900490,29004,G29004,2010,2,4,Missouri,29,Clinton County,49,,,,,,,,,,,,,,28140,99999,312,,,,,,,,,,,,,,Clinton County,,20743
G2900510,29005,G29005,2010,2,4,Missouri,29,Cole County,51,,,,,,,,,,,,,,27620,99999,999,,,,,,,,,,,,,,Cole County,,75990
G2900530,29005,G29005,2010,2,4,Missouri,29,Cooper County,53,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Cooper County,,17601
G2900550,29005,G29005,2010,2,4,Missouri,29,Crawford County,55,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Crawford County,,24696
G2900570,29005,G29005,2010,2,4,Missouri,29,Dade County,57,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dade County,,7883
G2900590,29005,G29005,2010,2,4,Missouri,29,Dallas County,59,,,,,,,,,,,,,,44180,99999,999,,,,,,,,,,,,,,Dallas County,,16777
G2900610,29006,G29006,2010,2,4,Missouri,29,Daviess County,61,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Daviess County,,8433
G2900630,29006,G29006,2010,2,4,Missouri,29,DeKalb County,63,,,,,,,,,,,,,,41140,99999,999,,,,,,,,,,,,,,DeKalb County,,12892
G2900650,29006,G29006,2010,2,4,Missouri,29,Dent County,65,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Dent County,,15657
G2900670,29006,G29006,2010,2,4,Missouri,29,Douglas County,67,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Douglas County,,13684
G2900690,29006,G29006,2010,2,4,Missouri,29,Dunklin County,69,,,,,,,,,,,,,,28380,99999,999,,,,,,,,,,,,,,Dunklin County,,31953
G2900710,29007,G29007,2010,2,4,Missouri,29,Franklin County,71,,,,,,,,,,,,,,41180,99999,476,,,,,,,,,,,,,,Franklin County,,101492
G2900730,29007,G29007,2010,2,4,Missouri,29,Gasconade County,73,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gasconade County,,15222
G2900750,29007,G29007,2010,2,4,Missouri,29,Gentry County,75,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Gentry County,,6738
G2900770,29007,G29007,2010,2,4,Missouri,29,Greene County,77,,,,,,,,,,,,,,44180,99999,999,,,,,,,,,,,,,,Greene County,,275174
G2900790,29007,G29007,2010,2,4,Missouri,29,Grundy County,79,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Grundy County,,10261
G2900810,29008,G29008,2010,2,4,Missouri,29,Harrison County,81,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Harrison County,,8957
G2900830,29008,G29008,2010,2,4,Missouri,29,Henry County,83,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Henry County,,22272
G2900850,29008,G29008,2010,2,4,Missouri,29,Hickory County,85,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Hickory County,,9627
G2900870,29008,G29008,2010,2,4,Missouri,29,Holt County,87,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Holt County,,4912
G2900890,29008,G29008,2010,2,4,Missouri,29,Howard County,89,,,,,,,,,,,,,,17860,99999,999,,,,,,,,,,,,,,Howard County,,10144
G2900910,29009,G29009,2010,2,4,Missouri,29,Howell County,91,,,,,,,,,,,,,,48460,99999,999,,,,,,,,,,,,,,Howell County,,40400
G2900930,29009,G29009,2010,2,4,Missouri,29,Iron County,93,,,,,,,,,,,,,,99999,99999,999,,,,,,,,,,,,,,Iron County,,10630
