GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IG2E001,II0E001,II0E002,II0E003,II0E004,II0E005,II0E006,II0E007,II0E008,IJ3E001,IJ3E002,IJ3E003,JIFE001,JIFE002,JIFE003,JIFE004,JIFE005,JIFE006,JIFE007,JIFE008,JIFE009,JIFE010,JIFE011,JIFE012,JIFE013,JIFE014,JIFE015,JIFE016,JIFE017,JIFE018,JIFE019,JIFE020,JIFE021,JIFE022,JIFE023,JIFE024,JIFE025,JIFE026,JIFE027,JIFE028,JIFE029,JIFE030,JIFE031,JIFE032,JIFE033,JIFE034,JIFE035,JIFE036,JIFE037,JIFE038,JIFE039,JIFE040,JIFE041,JIFE042,JIFE043,JIFE044,JIFE045,JIFE046,JIFE047,JIFE048,JIFE049,JIFE050,JIFE051,JIFE052,JIFE053,JIFE054,JIFE055,JIFE056,JIFE057,JIFE058,JIFE059,JIFE060,JIFE061,JIFE062,JIFE063,JIFE064,JIFE065,JIFE066,NAME_M,IG2M001,II0M001,II0M002,II0M003,II0M004,II0M005,II0M006,II0M007,II0M008,IJ3M001,IJ3M002,IJ3M003,JIFM001,JIFM002,JIFM003,JIFM004,JIFM005,JIFM006,JIFM007,JIFM008,JIFM009,JIFM010,JIFM011,JIFM012,JIFM013,JIFM014,JIFM015,JIFM016,JIFM017,JIFM018,JIFM019,JIFM020,JIFM021,JIFM022,JIFM023,JIFM024,JIFM025,JIFM026,JIFM027,JIFM028,JIFM029,JIFM030,JIFM031,JIFM032,JIFM033,JIFM034,JIFM035,JIFM036,JIFM037,JIFM038,JIFM039,JIFM040,JIFM041,JIFM042,JIFM043,JIFM044,JIFM045,JIFM046,JIFM047,JIFM048,JIFM049,JIFM050,JIFM051,JIFM052,JIFM053,JIFM054,JIFM055,JIFM056,JIFM057,JIFM058,JIFM059,JIFM060,JIFM061,JIFM062,JIFM063,JIFM064,JIFM065,JIFM066
"G0600550","2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,"Napa County, California",1728,136858,105112,72821,29364,2927,131,2796,31746,136858,105112,31746,134075,31675,24715,16518,2601,620,4925,51,0,2018,204,0,365,358,0,1091,4942,28078,16792,11627,2038,247,2699,181,0,2149,1336,0,195,68,0,550,9137,53889,40980,30872,6187,514,2977,145,285,5455,1321,235,0,1624,507,94,1674,7454,20433,4232,860,0,3372,0,0,16201,0,6026,2774,1452,0,390,5559,0,"Napa County, California",-1,0,2847,3793,2680,1017,213,1002,2847,0,2847,2847,1233,223,2098,2065,988,602,1382,88,294,999,306,294,461,494,294,689,1934,839,2205,1775,961,231,1115,292,294,1254,1169,294,288,116,294,374,1817,1174,2392,2340,1459,403,1166,247,367,1520,833,201,294,699,386,154,855,1859,615,916,467,294,974,294,294,882,294,1025,753,543,294,407,1051,294
"G0600570","2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,"Nevada County, California",1317,98794,91137,62386,27985,766,75,691,7657,98794,91137,7657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",-1,0,1579,2847,2880,439,132,407,1579,0,1579,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600590","2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,"Orange County, California",39385,3018963,2100453,1532462,540262,27729,2506,25223,918510,3018963,2100453,918510,2999816,733212,634532,364727,64996,2676,198191,3894,48,27184,7613,249,3110,824,0,15388,71496,713714,469354,346789,74734,1284,42185,3316,1046,18164,8237,223,1709,474,0,7521,226196,1206012,917995,720203,123090,9801,59133,2595,3173,52421,19008,3006,1510,9424,1914,635,16924,235596,346878,127550,10370,2276,114904,0,0,213948,447,64460,53948,41792,110,4868,48323,5380,"Orange County, California",-1,0,16046,16272,11178,3027,1135,2842,16046,0,16046,16046,7028,6068,8507,9558,5484,1398,8908,1624,81,3095,1584,277,1795,424,294,2569,7022,2485,7815,8994,4700,586,3713,1048,477,2109,1375,186,806,267,294,1523,7605,1307,9336,10075,6491,1923,4754,784,978,3894,2304,812,554,1832,668,297,2092,8699,1237,4973,1742,955,4594,294,294,5158,285,3903,3489,3031,130,1204,3072,1516
"G0600610","2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,"Placer County, California",4236,350048,311509,223595,83872,4042,99,3943,38539,350048,311509,38539,349214,85469,78023,56217,7292,208,13109,1197,0,3968,754,0,0,143,0,3071,3478,65454,48095,37786,5090,234,4485,414,86,2114,689,0,159,70,0,1196,15245,144683,121197,97171,15318,1308,5887,1007,506,10043,2638,1177,530,1778,523,76,3321,13443,53608,10623,1295,383,8945,0,0,42536,0,16517,11075,2639,0,598,11707,449,"Placer County, California",-1,0,3724,5087,4020,1359,129,1383,3724,0,3724,3724,604,43,1813,3176,1850,329,2662,1183,294,1249,480,294,294,165,294,1222,1361,841,2140,2523,1561,230,1359,397,134,766,469,294,198,115,294,633,1870,953,3001,3594,2086,712,1475,626,260,1790,927,684,450,750,318,127,925,2449,593,1590,556,284,1498,294,294,1725,294,1830,1561,893,294,405,1522,483
"G0600650","2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,"Riverside County, California",26670,2203332,1710874,1256891,431451,22532,3155,19377,492458,2203332,1710874,492458,2180857,623296,524995,254917,35958,2556,221712,9415,437,25884,6187,201,797,2823,48,15828,72417,505436,308746,207956,33360,1018,60770,4791,851,13747,4667,233,1789,1221,246,5591,182943,794421,542425,415501,52554,9229,53089,7460,4592,50170,14264,3391,1619,9218,3831,1058,16789,201826,257704,82144,6423,1290,74030,0,401,173381,369,41821,48781,27855,133,6928,47494,2179,"Riverside County, California",-1,0,11900,13434,11380,3376,1765,2755,11900,0,11900,11900,2030,563,7333,9817,5029,1241,9903,2194,535,3738,1887,252,459,1349,81,3093,6547,1624,7770,7568,3490,717,4766,1349,516,1877,1160,281,702,743,246,1323,7473,1709,8795,8998,4226,1465,5153,1515,1149,3786,2181,1047,667,1474,1265,560,2197,7754,903,4386,1444,786,4286,294,294,4572,286,3386,3462,2977,154,1357,3291,936
"G0600670","2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,"Sacramento County, California",17701,1421959,1148298,850970,278206,19122,1522,17600,273661,1421959,1148298,273661,1399468,362886,319995,168809,16589,413,131806,2378,0,22878,4436,58,868,926,0,16590,20013,341161,235273,165612,18957,607,48391,1140,566,14559,4436,0,2155,715,683,6570,91329,539494,407769,314037,25922,5743,54628,3632,3807,49210,10378,4493,1185,12107,2162,1460,17425,82515,155927,30924,4206,738,25700,123,157,123835,292,40671,25146,19208,0,2578,35940,1168,"Sacramento County, California",-1,0,10789,11519,9516,2757,888,2593,10789,0,10789,10789,4307,722,5014,8128,2793,327,8514,1177,294,3628,1658,96,562,645,294,3260,3533,2452,4774,6081,2530,358,4162,561,307,1813,1172,294,863,505,479,1616,4615,2137,6768,7717,3152,1448,4941,1267,1035,3665,1891,962,517,1800,722,696,2135,5905,770,2600,887,368,2503,200,151,2818,191,2950,2472,2253,294,828,2682,650
"G0600710","2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,"San Bernardino County, California",22160,2042441,1602328,1243081,327721,31526,3357,28169,440113,2042441,1602328,440113,2007397,595701,496107,224589,29681,7642,224922,9205,68,33541,6359,473,3394,4027,334,18954,66053,491550,299779,203077,21648,4014,66094,4425,521,19479,4372,250,2758,4521,430,7148,172292,740349,501528,378010,42544,9673,60795,4904,5602,50890,12160,1455,1620,13973,2252,1638,17792,187931,179797,67878,4358,682,62615,64,159,104467,80,28354,20458,26002,45,4590,24938,7452,"San Bernardino County, California",-1,0,12328,13537,8206,4090,1331,3448,12328,0,12328,12328,4120,826,7648,9667,3430,2393,10266,2659,115,4450,1888,457,1798,1759,391,3382,6192,3501,7350,8350,3181,1509,5124,1306,390,2219,1160,208,841,1356,525,1395,7129,1869,8855,8794,4035,1810,4848,1692,1401,3739,2334,598,694,1988,888,879,2453,8380,921,3701,1157,428,3513,106,199,3873,135,3012,2889,2778,78,1035,2804,1966
"G0600730","2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,"San Diego County, California",38807,3105989,2377605,1498755,823629,55221,3039,52182,728384,3105989,2377605,728384,3002860,724931,615672,319985,53123,2533,194611,45420,0,40748,10632,457,1416,8222,138,19883,68511,769370,503674,341326,65710,2049,54899,37188,2502,34884,11942,55,2361,7556,146,12824,230812,1163681,856325,657062,92353,10023,61740,29485,5662,85924,21283,1891,2383,14544,10966,1877,32980,221432,344878,108647,10853,1411,95240,978,165,229683,163,53913,52281,36401,252,4907,81766,6548,"San Diego County, California",-1,0,13141,16216,12067,5291,813,5149,13141,0,13141,13141,7772,1231,7217,10291,5440,2060,9603,5042,294,4304,2620,413,878,2023,165,2987,6144,5067,9106,9415,5120,1166,4144,4189,665,3517,2271,91,778,1450,181,1836,8326,4725,9487,11496,6057,1746,4629,2956,1281,5313,2716,720,1213,2456,1681,696,2507,8308,2152,5681,1959,733,5714,644,161,5983,157,3766,3525,2950,213,1201,3424,1425
"G0600750","2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,"San Francisco County, California",9167,805463,519378,307729,193856,17793,1470,16323,286085,805463,519378,286085,801770,106776,95947,55904,8905,550,30522,66,0,5309,1161,0,65,0,0,4083,5520,245324,193287,145583,31027,270,16160,187,60,6996,4426,158,347,0,0,2065,45041,340945,271659,192363,35289,4331,37594,294,1788,24123,6533,938,1171,5481,402,259,9339,45163,108725,28597,2725,429,25443,0,0,79125,73,20810,17418,23743,64,2019,14998,1003,"San Francisco County, California",-1,0,8515,9975,7332,3425,1259,2858,8515,0,8515,8515,1596,1095,2469,3421,2007,625,3476,110,294,1744,623,294,110,294,294,1567,1828,828,4642,5114,3295,297,2733,194,101,1733,1426,262,382,294,294,753,4380,837,4607,5241,2929,1414,4011,237,1019,2617,1478,455,731,1364,669,215,1536,4283,946,2292,787,270,2274,294,294,2394,131,2310,2092,2468,109,831,1641,556
"G0600770","2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,"San Joaquin County, California",8503,687744,532651,434802,88882,8967,1894,7073,155093,687744,532651,155093,674153,201090,172646,83794,8209,840,78719,655,429,13798,2744,52,572,324,73,10033,14646,156697,100888,63732,6836,37,28778,1086,419,6615,1552,48,1126,240,58,3591,49194,247931,176242,138888,9621,3026,23222,576,909,18537,4186,1530,582,4177,639,559,6864,53152,68435,18067,2144,98,15825,0,0,49112,192,13092,11166,9919,0,862,13881,1256,"San Joaquin County, California",-1,0,6685,8166,5168,1699,792,1580,6685,0,6685,6685,7650,405,4510,6479,2101,531,5107,700,672,3051,1202,95,375,304,126,2797,2985,4346,4861,4875,1727,67,3290,682,377,1802,805,81,829,251,100,1282,3735,1972,4664,5304,1995,894,2807,409,563,2383,1034,598,361,1109,455,373,1524,4465,3896,1754,914,103,1972,294,294,3596,250,1948,1300,1579,294,418,2013,634
"G0600790","2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,"San Luis Obispo County, California",3460,270113,241850,178772,61393,1685,74,1611,28263,270113,241850,28263,259848,50809,43307,23167,4879,0,14793,412,56,3065,1031,0,0,0,0,2034,4437,69030,46572,31876,7760,0,6410,309,217,3146,817,0,265,287,267,1510,19312,100261,79004,57876,14329,1232,4475,403,689,6584,1933,508,171,933,334,138,2567,14673,39748,10852,562,60,10230,0,0,28392,0,9675,9642,1213,0,585,7277,504,"San Luis Obispo County, California",-1,0,3313,4404,3712,519,91,523,3313,0,3313,3313,1735,191,1741,2882,1700,294,2585,387,94,1301,683,294,294,294,294,1048,1286,1046,2370,2655,1483,294,1623,273,216,921,416,294,274,288,390,643,2709,1304,2448,3416,2176,693,1282,379,477,1312,665,315,164,546,288,136,912,2067,782,1383,389,102,1471,294,294,1581,294,1626,1690,657,294,379,1110,445
"G0600810","2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,"San Mateo County, California",9337,720162,465637,342550,112048,11039,1012,10027,254525,720162,465637,254525,716077,159515,146494,99641,15282,56,31515,0,0,4324,1425,47,0,61,0,2791,8697,153996,113496,90202,12564,319,9644,361,406,4433,1985,314,209,46,0,1879,36067,307873,254240,204815,31176,2792,13986,479,992,17169,5301,1188,843,2920,489,48,6380,36464,94693,22897,3349,341,19207,0,0,70278,129,23632,20264,10466,0,860,14927,1518,"San Mateo County, California",-1,0,7283,8160,4574,2351,900,2116,7283,0,7283,7283,1083,369,2091,5047,2749,93,3728,294,294,1287,656,81,294,108,294,1068,1763,854,3796,3741,1736,258,1611,298,362,1140,635,404,222,79,294,731,3675,983,4034,5436,3178,1041,2451,318,453,2341,979,441,551,1219,362,78,1208,3260,995,2321,909,343,2096,294,294,2687,143,2217,2198,1436,294,373,1512,713
"G0600830","2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,"Santa Barbara County, California",5658,424712,328007,229256,92649,6102,537,5565,96705,424712,328007,96705,417984,98125,83087,36386,5944,0,37432,3325,0,4848,1494,73,0,0,0,3281,10190,118065,72479,45307,14630,145,9493,2827,77,9706,6045,64,556,462,0,2579,35880,147425,107072,81641,14623,1809,7047,1232,720,10316,2770,691,172,2290,897,306,3190,30037,54369,12020,691,40,11092,75,122,41977,86,10312,12763,3956,0,825,14035,372,"Santa Barbara County, California",-1,0,5044,6521,4573,1328,643,1125,5044,0,5044,5044,1911,6,3596,3416,1580,294,3839,1241,294,1794,680,126,294,294,294,1666,3087,1702,3417,3623,1665,174,1969,899,133,1762,1476,104,457,277,294,856,3495,918,3198,3090,1933,707,1459,587,467,1630,884,479,178,743,485,225,861,2898,537,1661,341,66,1671,123,145,1667,142,1467,1655,1031,294,521,1535,274
"G0600850","2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,"Santa Clara County, California",23102,1787694,1124817,824903,275217,24697,1368,23329,662877,1787694,1124817,662877,1780484,430316,391659,263998,24844,317,101700,800,0,20497,6329,73,877,290,69,12859,18160,426467,317425,241387,35715,790,38044,1102,387,16031,9339,93,620,418,0,5561,93011,728466,586460,480584,54967,3890,43088,351,3580,40756,15709,2708,1160,6652,1232,438,12857,101250,195235,48621,5804,1515,41232,0,70,144785,142,40921,34966,32645,0,2007,34104,1829,"Santa Clara County, California",-1,0,12952,12815,7902,2855,624,2747,12952,0,12952,12952,1807,486,4864,7024,3246,244,6806,716,294,3049,1685,103,588,339,121,2350,3320,1204,5857,6935,3572,491,3667,598,276,2219,1780,111,355,317,294,1410,5874,1024,6313,7208,4257,1025,4225,267,1179,3290,2251,783,625,1447,493,308,2119,5845,1257,3288,1088,703,3192,294,116,3617,135,2779,2887,2723,294,741,2734,703
"G0600870","2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,"Santa Cruz County, California",3434,263054,216767,159852,53863,3052,56,2996,46287,263054,216767,46287,258239,55519,50768,27296,4195,37,19191,49,0,2343,198,0,0,0,118,2027,2408,68044,45609,32827,6724,0,5905,0,153,6402,5805,0,80,0,75,442,16033,106318,80421,60520,11459,1071,6740,13,618,7881,2479,486,211,2243,55,183,2224,18016,28358,7976,430,137,7409,0,0,20096,0,4608,7023,2131,0,690,5644,286,"Santa Cruz County, California",-1,0,3375,4949,3398,1073,94,1068,3375,0,3375,3375,5448,477,1565,2382,1508,65,2600,82,294,1126,216,294,294,294,199,1134,984,2297,5357,4830,1858,294,2290,294,187,5586,5633,294,140,294,101,294,2772,3402,4376,3887,1971,378,2121,21,441,1480,1061,348,204,828,91,161,796,2433,821,1265,298,216,1257,294,294,1399,294,1060,1007,709,294,351,969,187
"G0600890","2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,"Shasta County, California",2349,177291,169582,120694,47551,1337,134,1203,7709,177291,169582,7709,176780,39525,33412,16842,1720,0,14398,452,0,2497,349,0,110,18,283,1737,3616,36307,24758,12648,2736,181,8675,518,0,1500,419,0,70,0,0,1011,10049,71135,48715,32631,5028,1549,8239,167,1101,10049,1451,465,450,3685,269,535,3194,12371,29813,7181,188,87,6906,0,0,22632,0,5040,8321,2243,0,981,6047,0,"Shasta County, California",-1,0,1720,3722,3481,534,138,512,1720,0,1720,1720,632,4,2151,2531,779,294,2633,355,294,877,321,294,143,30,345,759,1978,788,1905,1904,1185,194,1726,482,294,792,312,294,112,294,294,721,1791,869,2486,2661,1168,523,1778,172,544,1659,688,365,444,1209,231,318,873,2291,799,1443,172,107,1427,294,294,1525,294,1070,1372,876,294,394,1295,294
"G0600950","2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,"Solano County, California",5097,414305,332176,232882,89062,10232,519,9713,82129,414305,332176,82129,398546,101011,89446,47799,5401,1027,31035,4184,0,6117,705,0,174,1067,0,4171,5448,89441,65678,42203,5257,530,14601,2769,318,3678,801,0,454,876,72,1475,20085,161695,123651,100323,7611,1334,9282,3949,1152,15032,3178,486,129,2644,3068,275,5252,23012,46399,7996,1448,48,6397,56,47,37732,0,11302,5286,4232,0,626,16286,671,"Solano County, California",-1,0,4805,6855,4853,1720,372,1743,4805,0,4805,4805,4832,804,2701,3953,1382,1224,3798,1052,294,2044,478,294,231,722,294,1859,1913,1932,2600,3292,1286,444,2450,820,258,1121,458,294,454,555,123,571,2337,2335,3843,4420,1699,571,1750,1174,570,2040,954,404,145,887,1037,204,1231,2867,1097,1224,573,82,1243,94,83,1408,294,1355,1183,1029,294,412,1665,519
"G0600970","2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,"Sonoma County, California",6202,485120,406088,299910,100252,5926,174,5752,79032,485120,406088,79032,481720,106265,93534,52142,8388,0,32318,686,0,5166,1204,45,354,132,0,3431,7565,106298,70992,50977,7942,0,11199,438,436,3740,1563,93,716,145,59,1164,31566,201992,157608,117780,21891,1877,13541,775,1744,14886,4874,557,546,4246,300,292,4071,29498,67165,15755,2206,732,12803,0,14,50805,0,12552,18195,4689,0,634,14735,605,"Sonoma County, California",-1,0,4800,6344,3706,1274,180,1246,4800,0,4800,4800,1323,857,2645,3571,2131,294,3441,415,294,1750,864,75,432,167,294,1480,2263,951,3579,3743,1512,294,2318,471,496,936,679,156,366,194,97,600,3370,1131,3939,4638,2646,886,2349,466,799,2446,1224,366,439,1898,248,218,922,3391,796,1818,853,421,1514,294,23,1974,294,1501,1736,1088,294,330,1542,441
"G0600990","2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,"Stanislaus County, California",6902,515358,411490,329233,72221,10036,385,9651,103868,515358,411490,103868,511866,147051,130472,57218,7819,194,64933,308,0,6773,907,0,524,235,0,5107,9806,123233,80147,49860,5206,0,24135,727,219,3957,497,50,279,116,147,2868,39129,188760,136378,100583,11196,2060,20421,588,1530,13454,2308,777,1073,4410,171,204,4511,38928,52822,12773,1366,115,11292,0,0,39406,46,7798,13412,7986,0,1103,9061,643,"Stanislaus County, California",-1,0,5349,6306,4220,2310,255,2305,5349,0,5349,5349,1169,6,3192,4759,2522,313,4982,331,294,1627,427,294,409,197,294,1457,2546,1225,3324,3485,1504,294,2613,541,186,1160,324,79,192,141,171,1040,3609,1159,3662,4129,2040,844,2679,456,994,2078,681,353,558,1296,191,160,1182,3437,1103,1842,510,115,1918,294,294,1865,76,1100,1791,1525,294,485,1409,417
"G0601010","2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,"Sutter County, California",1315,94806,72876,54675,17141,1060,53,1007,21930,94806,72876,21930,92664,25984,21678,9521,712,0,10821,624,0,2166,19,13,697,534,0,903,2140,21534,12187,7273,816,49,3801,248,0,958,139,0,318,30,0,471,8389,33061,22158,14859,1308,480,4404,941,166,2522,512,142,73,598,186,119,892,8381,12085,2838,259,101,2478,0,0,9020,0,1905,2443,1866,0,357,2449,227,"Sutter County, California",-1,0,2622,2841,2208,716,85,712,2622,0,2622,2622,1199,186,1337,1912,599,294,1636,598,294,1258,38,22,865,657,294,591,739,1130,1642,1348,512,87,1307,347,294,620,152,294,403,49,294,409,1424,1066,1648,1745,671,352,1293,666,212,866,318,161,104,543,222,142,509,1737,881,773,210,127,737,294,294,1035,294,688,591,650,294,300,727,271
"G0601070","2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,"Tulare County, California",6505,443688,341293,286200,53020,2073,137,1936,102395,443688,341293,102395,440539,144388,118772,39888,6230,1107,71194,353,0,10035,2246,52,786,0,0,6951,15581,109421,62613,34173,2914,858,24095,363,210,4642,2509,0,91,107,0,1935,42166,147080,97376,70275,6290,2506,17028,396,881,11468,3376,310,536,2768,227,17,4234,38236,39650,8082,648,306,7105,0,23,30994,0,6773,8138,8977,0,984,6122,574,"Tulare County, California",-1,0,5055,5722,3157,698,164,707,5055,0,5055,5055,1698,205,3561,4329,2108,767,4993,283,294,2580,1040,83,731,294,294,2147,2758,875,3215,3242,939,668,3139,336,200,1252,980,294,116,91,294,728,3236,972,3921,4385,1330,1356,2370,267,413,1763,1165,185,570,1042,212,28,1036,3333,1440,1259,407,212,1230,294,38,1820,294,1258,1296,1303,294,478,1064,333
"G0601110","2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,"Ventura County, California",10356,825706,635731,463031,161733,10967,1936,9031,189975,825706,635731,189975,816034,211292,185509,105752,19027,0,56729,4001,0,8479,995,65,272,915,0,6232,17304,182833,118657,85520,14275,137,16168,2191,366,6029,1416,69,1043,302,0,3199,58147,326900,249409,200802,29307,2626,12962,2559,1153,21889,6743,1047,279,4126,1541,127,8026,55602,95009,23838,3188,444,20206,0,0,69308,0,21567,17160,8761,0,813,21007,1863,"Ventura County, California",-1,0,6136,7918,5642,1938,1136,1567,6136,0,6136,6136,2939,1454,3635,5009,2894,294,4417,1359,294,2192,447,108,370,875,294,1652,3177,1791,4105,4762,1958,226,2524,860,243,1305,790,114,770,256,294,1076,4295,1101,5461,5930,2986,967,2115,933,543,2661,1486,497,216,1157,947,154,1480,4372,782,2391,1066,334,2165,294,294,2675,294,2182,1965,1586,294,411,2059,811
"G0601130","2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,"Yolo County, California",2506,201190,160668,125432,32607,2629,230,2399,40522,201190,160668,40522,199916,45645,41328,24903,1907,34,14017,467,0,1976,293,0,183,348,0,1152,2341,66381,49693,34752,10250,0,4072,619,0,6642,4237,149,151,1082,0,1023,10046,68635,54424,45328,3537,523,3357,921,758,3514,733,264,46,543,465,42,1421,10697,19255,3398,588,0,2810,0,0,15371,0,5914,3635,2119,0,320,3383,486,"Yolo County, California",-1,0,3604,4402,2674,915,223,873,3604,0,3604,3604,776,152,1234,1983,858,55,2107,520,294,713,308,294,171,457,294,548,1084,799,2772,3316,2213,294,1117,478,294,2228,1548,215,157,1389,294,627,2074,946,2219,2824,1317,319,1008,613,547,788,445,213,86,337,311,72,527,2021,667,887,333,294,824,294,294,1154,294,1167,907,755,294,300,751,412
"G0601150","2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,"Yuba County, California",923,72388,62243,44464,16675,1104,89,1015,10145,72388,62243,10145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",-1,0,1793,3357,2514,537,150,538,1793,0,1793,1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800010","2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Colorado",5443,443715,376633,222739,148636,5258,638,4620,67082,443715,376633,67082,439906,126438,104840,57556,7265,531,38516,972,0,3728,448,0,648,71,0,2561,17870,112887,66366,52966,5994,395,6549,249,213,3661,1006,139,145,277,0,2094,42860,164881,116966,96312,10229,2168,7063,510,684,10009,2605,621,230,1987,392,179,3995,37906,35700,10983,1551,46,9386,0,0,24473,0,6782,6526,2143,0,926,8096,244,"Adams County, Colorado",-1,0,4677,5971,6757,1710,580,1602,4677,0,4677,4677,1578,140,3730,4860,1599,549,4579,596,279,1424,393,279,551,117,279,1116,3507,1089,3495,4149,1193,324,1282,255,220,1342,564,168,233,266,279,943,3374,1358,3753,3968,1786,907,1435,373,340,1801,815,327,177,856,310,176,1212,3481,1060,1726,712,74,1630,279,279,1765,279,1175,1344,810,279,484,1296,291
"G0800050","2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",7829,575022,485326,225789,252108,7429,191,7238,89696,575022,485326,89696,569025,147185,126090,76435,9936,137,36868,2595,119,6765,1337,69,66,593,232,4468,14330,130486,84033,63352,10345,113,8310,1355,558,3323,1028,0,153,222,157,1763,43130,234902,180921,148834,19217,1813,6476,3391,1190,17134,3948,936,604,2091,2413,108,7034,36847,56452,14276,1365,143,12606,115,47,41974,55,11200,11287,3990,57,948,14437,202,"Arapahoe County, Colorado",-1,0,6195,7455,6285,1391,194,1399,6195,0,6195,6195,1760,737,4092,4123,2163,160,3744,1264,143,2704,767,116,108,381,375,2561,2853,1301,3525,3686,1854,191,1574,550,521,1005,481,279,172,181,260,749,3685,868,4347,4609,2461,626,1205,950,455,2184,1050,424,487,747,975,124,1333,3773,799,1428,496,182,1433,186,79,1382,91,1631,1442,926,96,397,1383,179
"G0800130","2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,"Boulder County, Colorado",4345,295166,265081,96702,164257,4122,178,3944,30085,295166,265081,30085,292737,62552,56248,37508,6410,359,11816,155,0,1803,545,0,66,157,0,1035,4501,80449,63639,45175,14112,0,3652,352,348,2501,1170,0,126,117,0,1088,14309,121304,100851,78415,17702,687,3443,555,49,5734,2371,66,278,1176,275,43,1525,14719,28432,7874,881,223,6770,0,0,20317,0,7039,5917,1181,0,96,6084,241,"Boulder County, Colorado",-1,0,2513,4595,4679,1003,186,981,2513,0,2513,2513,1569,182,1478,2492,1215,506,2069,191,279,672,431,279,111,193,279,565,1487,1143,2435,2820,1884,279,1191,281,375,942,557,279,121,132,279,782,2317,757,2559,2542,1929,351,1040,360,81,1288,783,110,259,611,235,70,653,2316,844,1274,422,252,1317,279,279,1715,279,916,1297,570,279,126,1256,206
"G0800310","2010",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,"Denver County, Colorado",7738,604414,506178,258252,238820,9106,523,8583,98236,604414,506178,98236,597294,129078,110765,48859,6726,419,54151,610,0,3743,828,0,296,138,0,2481,14570,184153,126817,89807,19230,443,16310,875,152,5349,2219,0,366,477,0,2287,51987,222834,164262,119318,18702,2865,20537,578,2262,15906,4216,606,426,5247,479,386,4546,42666,61229,17442,1470,69,15641,0,262,43045,0,11149,10086,6786,0,837,14187,742,"Denver County, Colorado",-1,0,5496,6692,5721,2233,295,2170,5496,0,5496,5496,2242,775,3086,3466,1758,427,3929,440,279,1393,508,279,380,166,279,1235,2876,1006,4045,4051,2680,476,2408,484,145,1325,760,279,275,410,279,832,3735,1613,4020,4756,2126,986,2531,368,830,2219,991,412,336,1453,265,221,1004,4060,749,1796,558,114,1812,279,313,1859,279,1869,1369,1438,279,399,1757,413
